-------------------------------------------------------------------------------------
    map         source        glon          glat              ra             dec     
  16.932+0.215      1        16.9280         0.2176       275.2103       -14.1014
  16.932+0.215      2        16.9308         0.2184       275.2109       -14.0986
  16.934+0.282      1        16.9266         0.2858       275.1476       -14.0705
  16.941+0.458      1        16.9361         0.4230       275.0275       -13.9974
  16.941+0.458      2        16.9398         0.4234       275.0289       -13.9940
  16.941+0.458      3        16.9433         0.4202       275.0336       -13.9924
  16.941+0.458      4        16.9188         0.4818       274.9657       -13.9850
  16.941+0.458      5        16.9530         0.4385       275.0217       -13.9752
  16.941+0.458      6        16.9594         0.5005       274.9684       -13.9403
  16.965-0.095      1        16.9444        -0.0735       275.4833       -14.2239
  16.975-0.219      1        16.9552        -0.2114       275.6141       -14.2792
  16.975-0.219      2        16.9742        -0.2240       275.6348       -14.2683
  16.975-0.219      3        16.9898        -0.2229       275.6413       -14.2540
  16.975-0.219      4        17.0030        -0.2211       275.6460       -14.2416
  16.975-0.219      5        17.0002        -0.2163       275.6403       -14.2418
  17.029+0.334      1        17.0247         0.3546       275.1328       -13.9516
  17.029+0.334      2        17.0285         0.3577       275.1317       -13.9468
  17.029+0.334      3        17.0368         0.3593       275.1344       -13.9387
   17.03+0.428      1        17.0314         0.4272       275.0700       -13.9114
  17.037+0.308      1        17.0233         0.3028       275.1792       -13.9772
   17.042+0.28      1        17.0391         0.2605       275.2253       -13.9833
  17.082+0.442      1        17.0314         0.4272       275.0700       -13.9114
  17.082+0.442      2        17.0387         0.4772       275.0282       -13.8814
  17.082+0.442      3        17.0638         0.4452       275.0694       -13.8743
  17.082+0.442      4        17.0908         0.4043       275.1197       -13.8698
  17.082+0.442      5        17.0961         0.4111       275.1161       -13.8619
  17.082+0.442      6        17.0698         0.4867       275.0347       -13.8495
  17.082+0.442      7        17.1069         0.4692       275.0686       -13.8250
  17.082+0.442      8        17.0946         0.5243       275.0126       -13.8099
  17.082+0.442      9        17.1052         0.5407       275.0029       -13.7928
  17.082+0.442     10        17.1217         0.5423       275.0094       -13.7775
  17.082+0.442     11        17.1182         0.5527       274.9983       -13.7757
  17.082+0.442     12        17.1269         0.5500       275.0049       -13.7693
  17.082+0.442     13        17.1317         0.5558       275.0020       -13.7623
  17.082+0.442     14        17.1409         0.5462       275.0152       -13.7587
  17.093+0.407      1        17.0962         0.4111       275.1161       -13.8619
  17.096+0.412      1        17.0961         0.4111       275.1161       -13.8619
    17.1+0.497      1        17.1001         0.5101       275.0281       -13.8118
    17.1+0.517      1        17.0946         0.5243       275.0126       -13.8099
  17.203+0.346      1        17.2052         0.3494       275.2251       -13.7948
  17.206+0.292      1        17.2175         0.2817       275.2926       -13.8159
  17.206+0.292      2        17.2236         0.2897       275.2882       -13.8067
  17.211+0.782      1        17.1704         0.8130       274.7875       -13.6067
  17.211+0.782      2        17.1747         0.8100       274.7923       -13.6044
  17.211+0.782      3        17.2184         0.7813       274.8395       -13.5794
  17.211+0.782      4        17.2175         0.8202       274.8039       -13.5619
  17.211+0.782      5        17.2200         0.8262       274.7996       -13.5568
  17.231+0.312      1        17.2325         0.3098       275.2743       -13.7894
  17.252+0.375      1        17.2236         0.3954       275.1922       -13.7569
  17.268+0.595      1        17.2683         0.5960       275.0318       -13.6229
  17.276-0.277      1        17.2764        -0.3008       275.8509       -14.0375
   17.45-0.198      1        17.4590        -0.2020       275.8491       -13.8299
   17.45-0.198      2        17.4600        -0.1966       275.8447       -13.8265
   17.45-0.198      3        17.4621        -0.1895       275.8393       -13.8213
  17.471-0.216      1        17.4668        -0.2356       275.8835       -13.8388
  17.471-0.216      2        17.4646        -0.2231       275.8710       -13.8348
  17.471-0.216      3        17.4748        -0.2360       275.8877       -13.8318
  17.471-0.216      4        17.4590        -0.2020       275.8491       -13.8299
  17.471-0.216      5        17.4601        -0.1969       275.8451       -13.8265
  17.471-0.216      6        17.4706        -0.2137       275.8654       -13.8251
  17.509+0.019      1        17.5064        -0.0087       275.6962       -13.6974
  17.509+0.019      2        17.5084         0.0196       275.6715       -13.6823
  17.532+0.229      1        17.5259         0.2209       275.4971       -13.5723
  17.626+0.157      1        17.6381         0.1559       275.6104       -13.5039
  17.644+0.074      1        17.6296         0.0517       275.7009       -13.5603
  17.649+0.223      1        17.6425         0.2254       275.5494       -13.4672
   17.656+0.17      1        17.6381         0.1559       275.6104       -13.5039
   17.656+0.17      2        17.6505         0.1507       275.6210       -13.4953
  17.679+0.238      1        17.6714         0.2291       275.5599       -13.4400
  17.679+0.238      2        17.6807         0.2498       275.5457       -13.4221
  17.679+0.238      3        17.6881         0.2375       275.5604       -13.4213
  17.679+0.238      4        17.6929         0.2481       275.5531       -13.4122
  17.782+0.481      1        17.7792         0.4772       275.3870       -13.2283
  17.896-0.508      1        17.8927        -0.5023       276.3312       -13.5871
  17.896-0.508      2        17.9043        -0.5002       276.3348       -13.5758
  17.957+0.083      1        17.9639         0.0786       275.8376       -13.2523
  17.968-0.344      1        17.9672        -0.3627       276.2401       -13.4559
  17.968-0.344      2        17.9846        -0.3488       276.2358       -13.4341
  17.991-0.348      1        17.9846        -0.3489       276.2358       -13.4342
  17.991-0.348      2        17.9910        -0.3472       276.2374       -13.4276
  17.991-0.348      3        17.9957        -0.3477       276.2401       -13.4238
  17.991-0.348      4        18.0048        -0.3496       276.2462       -13.4166
  17.991-0.348      5        18.0106        -0.3371       276.2376       -13.4057
  17.991-0.348      6        18.0034        -0.3210       276.2195       -13.4045
  17.991-0.348      7        18.0095        -0.3224       276.2238       -13.3997
  18.001-0.468      1        17.9885        -0.4841       276.3607       -13.4939
  18.001-0.468      2        17.9969        -0.4681       276.3501       -13.4790
  18.001-0.468      3        18.0037        -0.4576       276.3438       -13.4680
  18.021-0.361      1        18.0049        -0.3497       276.2464       -13.4166
  18.021-0.361      2        18.0331        -0.3668       276.2754       -13.3997
   18.036-0.34      1        18.0555        -0.3365       276.2586       -13.3657
  18.056-0.432      1        18.0522        -0.4384       276.3497       -13.4162
  18.056-0.432      2        18.0591        -0.4353       276.3502       -13.4086
  18.056-0.432      3        18.0686        -0.4380       276.3572       -13.4015
  18.056-0.432      4        18.0760        -0.4302       276.3537       -13.3914
  18.081+0.591      1        18.0578         0.5895       275.4198       -12.9296
  18.092+0.388      1        18.0882         0.3785       275.6255       -13.0019
  18.103+0.377      1        18.1044         0.3704       275.6407       -12.9913
  18.103+0.377      2        18.1050         0.3883       275.6248       -12.9824
  18.109+0.358      1        18.1090         0.3622       275.6504       -12.9912
  18.109+0.358      2        18.1209         0.3593       275.6588       -12.9820
   18.111-0.26      1        18.1148        -0.2713       276.2279       -13.2828
  18.115+0.272      1        18.1229         0.2588       275.7507       -13.0274
  18.115+0.272      2        18.1134         0.2798       275.7271       -13.0260
  18.124-0.375      1        18.1422        -0.3761       276.3363       -13.3076
  18.124-0.375      2        18.1524        -0.3786       276.3434       -13.2997
  18.132-0.395      1        18.1353        -0.4192       276.3721       -13.3338
  18.132-0.395      2        18.1374        -0.4003       276.3560       -13.3230
  18.132-0.395      3        18.1377        -0.3972       276.3533       -13.3213
  18.132-0.395      4        18.1441        -0.4030       276.3616       -13.3184
  18.132-0.395      5        18.1557        -0.4140       276.3772       -13.3133
  18.132-0.395      6        18.1421        -0.3762       276.3363       -13.3076
  18.132-0.395      7        18.1600        -0.4078       276.3736       -13.3066
  18.132-0.395      8        18.1567        -0.4013       276.3661       -13.3065
  18.134+0.327      1        18.1366         0.3292       275.6936       -12.9823
  18.134+0.327      2        18.1326         0.3422       275.6799       -12.9797
  18.134+0.327      3        18.1395         0.3367       275.6882       -12.9762
  18.134+0.327      4        18.1367         0.3504       275.6744       -12.9723
  18.145-0.416      1        18.1148        -0.4520       276.3921       -13.3672
  18.145-0.416      2        18.1590        -0.5185       276.4737       -13.3591
  18.145-0.416      3        18.1260        -0.4566       276.4016       -13.3594
  18.145-0.416      4        18.1046        -0.4105       276.3494       -13.3568
  18.145-0.416      5        18.1026        -0.3978       276.3370       -13.3527
  18.145-0.416      6        18.1092        -0.4027       276.3446       -13.3492
  18.145-0.416      7        18.1044        -0.3911       276.3317       -13.3480
  18.145-0.416      8        18.1094        -0.3996       276.3418       -13.3475
  18.145-0.416      9        18.1230        -0.4134       276.3610       -13.3419
  18.145-0.416     10        18.1073        -0.3842       276.3269       -13.3422
  18.145-0.416     11        18.1411        -0.4356       276.3898       -13.3363
  18.145-0.416     12        18.1353        -0.4192       276.3721       -13.3338
  18.145-0.416     13        18.1318        -0.4075       276.3598       -13.3314
  18.145-0.416     14        18.1439        -0.4274       276.3837       -13.3300
  18.145-0.416     15        18.1374        -0.4003       276.3560       -13.3230
  18.145-0.416     16        18.1377        -0.3972       276.3533       -13.3213
  18.145-0.416     17        18.1551        -0.4238       276.3858       -13.3184
  18.145-0.416     18        18.1521        -0.4188       276.3798       -13.3187
  18.145-0.416     19        18.1441        -0.4030       276.3616       -13.3184
  18.145-0.416     20        18.1503        -0.4137       276.3743       -13.3179
  18.145-0.416     21        18.1557        -0.4140       276.3772       -13.3133
  18.145-0.416     22        18.1523        -0.4043       276.3667       -13.3118
  18.145-0.416     23        18.1647        -0.4224       276.3891       -13.3093
  18.145-0.416     24        18.1474        -0.3931       276.3542       -13.3109
  18.145-0.416     25        18.1431        -0.3830       276.3430       -13.3099
  18.145-0.416     26        18.1422        -0.3761       276.3363       -13.3076
  18.145-0.416     27        18.1601        -0.4076       276.3735       -13.3064
  18.145-0.416     28        18.1569        -0.4017       276.3666       -13.3065
  18.145-0.416     29        18.1412        -0.3708       276.3309       -13.3059
  18.145-0.416     30        18.1528        -0.3898       276.3538       -13.3046
  18.145-0.416     31        18.1701        -0.4153       276.3853       -13.3011
  18.145-0.416     32        18.1602        -0.3971       276.3640       -13.3014
  18.145-0.416     33        18.1524        -0.3786       276.3434       -13.2997
  18.145-0.416     34        18.1513        -0.3737       276.3385       -13.2984
  18.145-0.416     35        18.1569        -0.3849       276.3513       -13.2987
  18.145-0.416     36        18.1772        -0.4195       276.3925       -13.2969
  18.145-0.416     37        18.1755        -0.4134       276.3861       -13.2955
  18.145-0.416     38        18.1692        -0.4023       276.3730       -13.2959
  18.145-0.416     39        18.1651        -0.3920       276.3617       -13.2947
  18.145-0.416     40        18.1767        -0.4057       276.3798       -13.2908
  18.145-0.416     41        18.1694        -0.3910       276.3629       -13.2904
  18.145-0.416     42        18.1618        -0.3790       276.3483       -13.2915
  18.145-0.416     43        18.1662        -0.3845       276.3553       -13.2902
  18.145-0.416     44        18.1617        -0.3721       276.3420       -13.2884
  18.145-0.416     45        18.1853        -0.4086       276.3865       -13.2846
  18.145-0.416     46        18.1556        -0.3557       276.3242       -13.2862
  18.145-0.416     47        18.1913        -0.4219       276.4014       -13.2855
  18.145-0.416     48        18.1797        -0.3991       276.3751       -13.2851
  18.145-0.416     49        18.1691        -0.3745       276.3477       -13.2829
  18.145-0.416     50        18.1729        -0.3838       276.3580       -13.2840
  18.145-0.416     51        18.1623        -0.3609       276.3321       -13.2827
  18.145-0.416     52        18.1862        -0.4048       276.3834       -13.2820
  18.145-0.416     53        18.1850        -0.4005       276.3790       -13.2811
  18.145-0.416     54        18.1801        -0.3873       276.3647       -13.2793
  18.145-0.416     55        18.1656        -0.3600       276.3329       -13.2793
  18.145-0.416     56        18.1940        -0.4076       276.3897       -13.2764
  18.145-0.416     57        18.1977        -0.4150       276.3982       -13.2766
  18.145-0.416     58        18.1745        -0.3709       276.3470       -13.2765
  18.145-0.416     59        18.1876        -0.3902       276.3708       -13.2740
  18.145-0.416     60        18.1899        -0.3962       276.3774       -13.2747
  18.145-0.416     61        18.1666        -0.3515       276.3256       -13.2745
  18.145-0.416     62        18.1824        -0.3781       276.3573       -13.2729
  18.145-0.416     63        18.2064        -0.4197       276.4067       -13.2711
  18.145-0.416     64        18.1856        -0.3768       276.3577       -13.2695
  18.145-0.416     65        18.1821        -0.3678       276.3479       -13.2684
  18.145-0.416     66        18.1938        -0.3908       276.3744       -13.2688
  18.145-0.416     67        18.2107        -0.4147       276.4042       -13.2650
  18.145-0.416     68        18.2002        -0.3958       276.3820       -13.2655
  18.145-0.416     69        18.1752        -0.3493       276.3277       -13.2658
  18.145-0.416     70        18.1865        -0.3668       276.3491       -13.2640
  18.145-0.416     71        18.1802        -0.3539       276.3343       -13.2636
  18.145-0.416     72        18.2185        -0.4216       276.4142       -13.2613
  18.145-0.416     73        18.1922        -0.3732       276.3576       -13.2620
  18.145-0.416     74        18.2462        -0.4734       276.4745       -13.2610
  18.145-0.416     75        18.2127        -0.4089       276.3998       -13.2605
  18.145-0.416     76        18.2173        -0.4158       276.4084       -13.2596
  18.145-0.416     77        18.2111        -0.4048       276.3954       -13.2600
  18.145-0.416     78        18.2041        -0.3930       276.3814       -13.2607
  18.145-0.416     79        18.2020        -0.3865       276.3744       -13.2595
  18.145-0.416     80        18.1997        -0.3820       276.3691       -13.2595
  18.145-0.416     81        18.1983        -0.3759       276.3629       -13.2579
  18.145-0.416     82        18.1840        -0.3455       276.3285       -13.2563
  18.145-0.416     83        18.1909        -0.3556       276.3410       -13.2549
  18.145-0.416     84        18.2150        -0.3967       276.3898       -13.2528
  18.145-0.416     85        18.1978        -0.3627       276.3508       -13.2521
  18.145-0.416     86        18.2000        -0.3686       276.3572       -13.2529
  18.145-0.416     87        18.2227        -0.4045       276.4007       -13.2496
  18.145-0.416     88        18.2122        -0.3847       276.3776       -13.2496
  18.145-0.416     89        18.2188        -0.3957       276.3908       -13.2490
  18.145-0.416     90        18.1979        -0.3520       276.3411       -13.2470
  18.145-0.416     91        18.2224        -0.3995       276.3960       -13.2476
  18.145-0.416     92        18.2076        -0.3674       276.3597       -13.2456
  18.145-0.416     93        18.1942        -0.3450       276.3330       -13.2470
  18.145-0.416     94        18.1988        -0.3451       276.3352       -13.2430
  18.145-0.416     95        18.2120        -0.3678       276.3622       -13.2420
  18.145-0.416     96        18.2041        -0.3501       276.3424       -13.2406
  18.145-0.416     97        18.2270        -0.3867       276.3865       -13.2374
  18.145-0.416     98        18.2011        -0.3390       276.3308       -13.2381
  18.145-0.416     99        18.2135        -0.3613       276.3570       -13.2376
  18.145-0.416    100        18.2094        -0.3552       276.3495       -13.2383
  18.145-0.416    101        18.2274        -0.3812       276.3818       -13.2346
  18.175-0.393      1        18.1617        -0.4088       276.3754       -13.3056
  18.184-0.529      1        18.1835        -0.5351       276.5006       -13.3452
  18.191-0.354      1        18.1787        -0.3727       276.3506       -13.2736
  18.193-0.381      1        18.1801        -0.3873       276.3647       -13.2793
   18.197+0.87      1        18.1843         0.8387       275.2553       -12.7007
   18.197+0.87      2        18.1812         0.8426       275.2503       -12.7017
   18.197+0.87      3        18.1686         0.8655       275.2235       -12.7020
   18.197+0.87      4        18.1674         0.8681       275.2206       -12.7017
   18.197+0.87      5        18.1781         0.8521       275.2401       -12.6999
   18.197+0.87      6        18.1808         0.8494       275.2439       -12.6987
   18.197+0.87      7        18.1765         0.8646       275.2281       -12.6954
   18.197+0.87      8        18.1844         0.8567       275.2390       -12.6921
   18.197+0.87      9        18.1915         0.8486       275.2498       -12.6897
   18.197+0.87     10        18.1880         0.8557       275.2417       -12.6894
   18.197+0.87     11        18.1839         0.8634       275.2328       -12.6894
   18.197+0.87     12        18.1737         0.8844       275.2089       -12.6885
   18.197+0.87     13        18.1943         0.8538       275.2465       -12.6848
   18.197+0.87     14        18.1848         0.8714       275.2259       -12.6848
   18.197+0.87     15        18.1818         0.8773       275.2192       -12.6847
   18.197+0.87     16        18.1778         0.8863       275.2091       -12.6840
   18.197+0.87     17        18.1898         0.8675       275.2319       -12.6822
   18.197+0.87     18        18.1804         0.8851       275.2115       -12.6823
   18.197+0.87     19        18.1880         0.8754       275.2239       -12.6802
   18.197+0.87     20        18.1854         0.8821       275.2166       -12.6793
   18.197+0.87     21        18.1826         0.8870       275.2108       -12.6794
   18.197+0.87     22        18.2090         0.8496       275.2574       -12.6738
   18.197+0.87     23        18.1917         0.8806       275.2210       -12.6745
   18.197+0.87     24        18.1925         0.8842       275.2181       -12.6720
   18.197+0.87     25        18.2093         0.8575       275.2504       -12.6698
   18.197+0.87     26        18.1977         0.8795       275.2248       -12.6697
   18.197+0.87     27        18.2030         0.8773       275.2294       -12.6660
   18.197+0.87     28        18.2075         0.8701       275.2381       -12.6654
   18.197+0.87     29        18.1960         0.8930       275.2118       -12.6648
   18.197+0.87     30        18.2192         0.8549       275.2575       -12.6623
   18.197+0.87     31        18.2049         0.8806       275.2273       -12.6628
   18.197+0.87     32        18.2109         0.8753       275.2351       -12.6600
   18.197+0.87     33        18.2024         0.8913       275.2165       -12.6600
   18.197+0.87     34        18.2212         0.8619       275.2521       -12.6572
   18.197+0.87     35        18.2143         0.8748       275.2371       -12.6573
   18.197+0.87     36        18.2216         0.8655       275.2490       -12.6552
   18.197+0.87     37        18.2088         0.8894       275.2213       -12.6552
   18.197+0.87     38        18.2272         0.8601       275.2566       -12.6528
  18.204-0.378      1        18.2122        -0.3847       276.3776       -13.2496
