-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    map        source        mass        luminosity      radius      temperature      err_temp         chisq          distance             glon            glat              ra               dec     
42.807-0.144       6        524.025        50.1442       0.668375        10.2576       0.575136        0.973414         4.63000          42.9152     -0.134100       287.569       8.81360
42.835-0.168       1        112.018        350.153       0.595385        23.7961        3.64177        0.136484         4.54000          42.8325     -0.143200       287.538       8.73610
42.87-0.181       3        24.8212        39.3926       0.636630        19.6493        2.47221       0.0621593         4.57000          42.8815     -0.173500       287.589       8.76560
43.068-0.045       4        45.6566        40.7790       0.373966        16.6810        1.64832        0.228516         4.25000          43.0855    -0.0874000       287.607       8.98630
43.068-0.045       5        76.3210        28.3534       0.570851        13.2523       0.967760         1.86441         4.25000          43.0711    -0.0457000       287.562       8.99280
43.068-0.045       6        249.320        85.0748       0.639788        13.3268        1.01474        0.294401         4.25000          43.0968    -0.0839000       287.609       8.99790
43.068-0.045       8        364.156        420.711       0.679937        16.4955        1.51949         5.39697         4.25000          43.0724   -0.00810000       287.529       9.01130
43.068-0.045       9        207.076        380.699       0.573394        19.9455        2.38129        0.980414         4.25000          43.0935    -0.0454000       287.573       9.01280
43.068-0.045      11        86.2591        90.6153       0.635224        17.4462        1.83564       0.0926343         4.25000          43.1171    -0.0701000       287.606       9.02230
43.068-0.045      13        299.233        132.236       0.650235        14.2587        1.21254     0.000596412         4.25000          43.1297    -0.0761000       287.617       9.03060
43.068-0.045      14        306.519        131.595       0.650235        14.1608        1.19268     7.72541e-06         4.25000          43.1336    -0.0749000       287.618       9.03470
43.068-0.045      15        339.217        197.727       0.643369        15.3348        1.62898         2.71034         4.25000          43.1304    -0.0660000       287.608       9.03600
44.292-0.817       1        194.006        41.7531       0.623755        12.0191       0.804367        0.708120         4.56000          44.2252     -0.822200       288.802       9.65560
44.292-0.817       4        6.43101        22.7262       0.764921        25.0984        4.62352         1.46568         4.56000          44.3073     -0.878100       288.891       9.70230
44.292-0.817       5        120.866        59.9168       0.681041        14.7711        1.41314         1.00659         4.56000          44.2962     -0.818000       288.831       9.72050
45.386+0.082       1        53.1429        46.4679       0.757197        16.6126        1.63856        0.179926         4.33000          45.3704     0.0722000       288.538       11.0853
45.411-0.727       1        595.263        392.644       0.722851        15.2543        1.32187         1.10376         4.55000          45.3891     -0.732000       289.271       10.7274
45.411-0.727       4        77.7570        191.521       0.678514        21.9314        2.98234        0.471752         4.55000          45.4256     -0.701000       289.261       10.7742
45.42-0.686       1        741.121        170.693       0.720908        12.3323       0.873386       0.0943463         4.60000          45.3866     -0.743700       289.281       10.7199
45.42-0.686       7        112.435        181.785       0.702635        18.5188        1.96761         3.56186         4.60000          45.4196     -0.695200       289.253       10.7716
45.467+0.048       5        653.924        336.165       0.730837        14.7094        1.28003       0.0269064         4.37000          45.5442    -0.0296000       288.712       11.1919
45.494+0.114       4        2443.53        479.715       0.716857        11.5915       0.728873         2.05223         4.51000          45.4360     0.0795000       288.562       11.1468
45.494+0.114       7        614.098        843.112       0.769641        18.4434        2.01055        0.817064         4.51000          45.4460     0.0816000       288.565       11.1566
45.494+0.114      11        207.394        120.090       0.788674        15.0162        1.31165        0.251853         4.51000          45.4993      0.226200       288.460       11.2710
45.531+0.042       2        294.770        115.863       0.776666        13.8338        1.11870       0.0506606         4.51000          45.5288     0.0458000       288.636       11.2133
47.693-0.408       1        259.010        8.52821       0.433913        8.56048       0.397982        0.898136         3.16000          47.6941     -0.408000       290.081       12.9161
48.553+0.024       4        57.2560        15.6825       0.232289        12.6568       0.900382        0.565160         1.36000          48.5384     0.0390000       290.083       13.8713
48.553+0.024       5        2.52252        5.19408       0.222673        20.9551        2.74209        0.126418         1.36000          48.5215     0.0731000       290.043       13.8724
48.553+0.024       8        1.15988        4.24056       0.168192        25.1022        4.13898       0.0570608         1.36000          48.5857    0.00170000       290.139       13.8956
48.553+0.024       9        8.50428        13.0817       0.196964        19.0272        2.15390        0.807781         1.36000          48.5548     0.0646000       290.067       13.8979
48.553+0.024      10        9.68978        19.6096       0.237826        21.1182        2.97728        0.349576         1.36000          48.5657     0.0455000       290.090       13.8985
48.586-0.514       1        5.13011        6.75479       0.309176        17.9798        1.87107         1.73799         2.50000          48.5651     -0.530500       290.613       13.6270
48.586-0.514       2        2.56680        4.62682       0.351220        19.0252        2.08605         3.79150         2.50000          48.5826     -0.481200       290.577       13.6656
48.602+0.294       3        11.6554        6.18083       0.122411        15.0104        1.50138         1.64977        0.700000          48.5984      0.265600       289.905       14.0307
48.602+0.294       4        2.90299        2.85420       0.116623        17.0360        1.71347        0.373481        0.700000          48.6438      0.280400       289.914       14.0777
48.627-0.699       1        133.581        62.3528       0.780880        14.4443        1.24994      0.00424852         5.55000          48.6362     -0.726400       290.825       13.5972
48.627-0.699       5        1039.04        139.857       0.886446        10.8622       0.641978         1.42760         5.55000          48.6333     -0.694200       290.794       13.6099
48.629+0.214       2        1.71193        5.34314       0.137249        24.1071        4.06751        0.616364        0.990000          48.6490      0.216900       289.974       14.0525
48.631-0.459       2        56.3249        17.7893       0.343507        13.0020       0.947713        0.753954         2.27000          48.6349     -0.458900       290.582       13.7223
48.641-0.757       1        51.1646        61.9673       0.761065        17.9551        1.91657        0.445952         5.55000          48.6614     -0.778200       290.884       13.5950
48.641-0.757       3        605.531        50.5814       0.905248        10.2838       0.685921         1.86514         5.55000          48.6624     -0.746200       290.856       13.6110
48.641-0.757       6        171.615        125.023       0.824951        16.1182        1.63878        0.291975         5.55000          48.6797     -0.739800       290.858       13.6293
48.684-0.23       1        382.262        19.5772       0.412970        8.90555       0.417510         4.22994         2.66000          48.6852     -0.232200       290.400       13.8734
48.757-0.393       2        106.136        158.309       0.685135        18.9277        2.13984        0.621050         5.54000          48.7283     -0.373800       290.550       13.8447
48.767-0.323       1        577.666        874.814        1.62631        19.4797        2.51798        0.535916         11.1000          48.7447     -0.349600       290.536       13.8706
48.767-0.323       3        601.778        665.465        1.94108        17.7498        1.93183      0.00768836         11.1000          48.7996     -0.318700       290.534       13.9336
48.809-0.2       2        6.00161        5.57166       0.196127        16.9879        1.76115      0.00139534         1.27000          48.7679     -0.213500       290.423       13.9552
48.809-0.2       3        8.40105        20.9363       0.222088        21.8993        2.94792        0.748215         1.27000          48.7732     -0.221400       290.433       13.9562
48.809-0.2       5        2.11344        3.92024       0.182324        20.6385        3.02230         1.80760         1.27000          48.7956     -0.232300       290.454       13.9708
48.809-0.2       6        5.02721        12.9310       0.200095        22.0463        2.98004        0.922140         1.27000          48.8105     -0.228100       290.457       13.9859
48.809-0.2       7        5.30770        7.52119       0.216349        18.5546        2.03015        0.972257         1.27000          48.8254     -0.227200       290.464       13.9995
48.809-0.2       8        3.21585        3.26039       0.212459        17.1468        1.73321        0.441165         1.27000          48.8274     -0.153700       290.398       14.0359
48.817-0.264       1        12.5332        42.8426       0.483656        24.8323        4.46379         1.18373         5.53000          48.8146     -0.260400       290.489       13.9744
48.852-0.527       3        166.459        63.7815       0.731058        13.7295        1.09408        0.107146         4.78000          48.7055     -0.574100       290.721       13.7302
48.852-0.527       8        68.9280        89.2897       0.591145        18.2193        1.96750        0.621390         4.78000          48.8541     -0.473800       290.702       13.9085
48.852-0.527      10        39.7905        117.473       0.835890        23.6022        4.35714         4.06800         4.78000          48.8655     -0.475200       290.709       13.9180
48.862-0.241       2        624.852        223.269       0.930425        13.4198        1.02302        0.447933         5.53000          48.8462     -0.240500       290.486       14.0116
48.862-0.241       3        2317.22        513.501       0.967044        11.8621       0.764217         2.13140         5.53000          48.8652     -0.253300       290.507       14.0223
48.881-0.633       1        23.5818        8.49981       0.454755        13.2146       0.965346         1.59016         3.47000          48.8894     -0.625400       290.857       13.8681
48.901-0.271       1        662.713        378.209       0.913175        15.2041        1.43897        0.236559         5.52000          48.8711     -0.269000       290.524       14.0201
48.931-0.379       1        86.0480        49.8493       0.383951        15.0270        1.31561        0.225574         4.39000          48.9210     -0.368500       290.639       14.0172
48.952-0.623       1        67.5409        15.6957       0.454987        12.0570       0.795830         1.59681         3.22000          48.9130     -0.634300       290.876       13.8847
48.952-0.623       2        10.1662        4.11622       0.398219        13.8521        1.10513        0.232228         3.22000          48.9053     -0.589500       290.832       13.8990
48.952-0.623       4        110.486        13.6472       0.563089        10.9891       0.708607       0.0271026         3.22000          48.9394     -0.575600       290.836       13.9357
48.952-0.623       5        171.918        34.8394       0.527378        11.5302       0.714975         3.02055         3.22000          48.9586     -0.565700       290.836       13.9573
48.953-0.28      10        445.395        1238.76       0.818976        22.9663        3.37546       0.0923662         5.52000          49.0114     -0.272800       290.596       14.1420
48.981-0.368       1        405.708        527.166       0.682661        18.3065        2.00266        0.409559         5.52000          48.9520     -0.297700       290.589       14.0779
49.023-0.417       8        2039.68        1339.86       0.901071        15.4664        1.39718        0.258647         5.52000          49.0139     -0.303400       290.625       14.1298
49.023-0.417      13        4148.15        602.024       0.825045        10.9096       0.641223         2.25360         5.52000          49.0376     -0.295800       290.629       14.1544
49.023-0.417      18        1112.41        1468.80       0.871338        17.9456        1.85921         1.91974         5.52000          49.0742     -0.270100       290.624       14.1987
49.056-0.249       4        157.020        139.360       0.868427        16.9674        1.90836         1.04683         5.51000          49.0460     -0.316400       290.652       14.1520
49.056-0.249       6        1301.41        498.274       0.874482        13.8107        1.13230     0.000271880         5.51000          49.0658     -0.311400       290.657       14.1718
49.056-0.249      11        299.289        225.332       0.899725        16.2508        1.67143        0.319665         5.51000          49.0885     -0.239900       290.603       14.2256
49.056-0.249      13        604.955        314.327       0.821359        14.7645        1.29643      0.00809689         5.51000          49.1246     -0.281600       290.659       14.2377
49.056-0.249      16        162.028        126.817       0.781206        16.3261        1.63467       0.0185720         5.51000          49.1004     -0.175900       290.551       14.2662
49.084-0.036       1        192.604        44.3018       0.548437        12.1685       0.823884        0.779805         3.73000          49.0955    -0.0347000       290.420       14.3284
49.108-0.613       1        51.2861        13.8253       0.502629        12.9181        1.04491        0.645303         3.22000          49.0569     -0.578300       290.895       14.0380
49.108-0.613       4        79.1735        36.1806       0.563089        14.4141        1.26191       0.0685752         3.22000          49.1539     -0.582400       290.946       14.1214
49.124-0.215       3        302.274        386.080       0.961798        18.4506        2.11006      0.00131424         5.50000          49.1441     -0.217200       290.609       14.2853
49.147-0.475       1        113.021        28.4276       0.563089        12.7321        1.01292        0.634310         3.22000          49.1370     -0.484100       290.849       14.1531
49.147-0.475       2        1.24048        11.8959       0.438458        34.2614        7.90155         2.72141         3.22000          49.1667     -0.457600       290.839       14.1918
49.171-0.34       1        656.839        2200.55       0.719970        23.7036        3.46623         1.58721         5.49000          49.1808     -0.349000       290.747       14.2554
49.179-0.321       2        80.1417        358.254       0.791715        25.3867        3.98368         3.37490         5.49000          49.1984     -0.302000       290.713       14.2932
49.183+0.059       1        878.197        164.697       0.754605        11.2140       0.671081         4.12126         4.59000          49.1825     0.0581000       290.378       14.4488
49.189-0.367      21        7978.93        9991.77       0.961798        17.7622        1.82361         1.65940         5.50000          49.2152     -0.343100       290.759       14.2885
49.189-0.367      22        1938.46        1074.06       0.843915        14.5536        1.18643         1.53407         5.50000          49.2522     -0.410000       290.837       14.2896
49.189-0.367      26        1727.88        760.096       0.777317        14.0137        1.11640        0.582950         5.50000          49.2902     -0.338600       290.791       14.3568
49.189-0.367      27        4418.50        1609.41       0.805192        13.1845       0.956558         1.93090         5.50000          49.3558     -0.358000       290.841       14.4055
49.189-0.367      28        6336.38        2977.80       0.961798        14.1213        1.12203         1.03055         5.50000          49.3697     -0.353900       290.844       14.4196
49.189-0.367      29        8698.31        6626.91       0.840870        15.9708        1.48591        0.430562         5.50000          49.3513     -0.301000       290.787       14.4285
49.189-0.367      30        1037.45        1519.58       0.915066        18.2647        1.91959         2.63739         5.50000          49.3801     -0.349000       290.844       14.4311
49.212-0.332       6        6418.32        10009.6       0.837509        18.5011        1.97044         2.93590         5.48000          49.3524     -0.301100       290.787       14.4293
49.212-0.332       9        620.781        1356.91       0.824796        21.5916        3.50727         3.37781         5.48000          49.4147     -0.353800       290.866       14.4594
49.212-0.332      12        2093.95        5317.29       0.958300        22.4232        3.24467      0.00538777         5.48000          49.3777     -0.258000       290.760       14.4720
49.232-0.468       2        2714.28        2571.67        1.93759        16.6477        1.59491         1.17678         11.0800          49.2649     -0.408300       290.842       14.3016
49.314-0.244       1        264.110        175.733       0.779079        15.4684        1.38859        0.398104         5.48000          49.3143     -0.244600       290.717       14.4224
49.325-0.412       3        79.9423        115.295       0.520499        18.2433        1.91798         2.42559         3.22000          49.3079     -0.387500       290.844       14.3493
49.325-0.412       4        70.3134        77.0690       0.522606        17.9048        2.17386         1.36103         3.22000          49.3560     -0.375400       290.857       14.3974
49.347-0.21       1        135.979        108.482       0.766983        16.1574        1.52484        0.412204         5.47000          49.3223     -0.206500       290.686       14.4474
49.398-0.576       2        115.915        58.4916       0.499559        14.6649        1.27742      0.00889882         3.22000          49.4380     -0.572300       291.076       14.3765
49.417-0.025       1        302.042        147.601       0.829744        14.5670        1.26229      0.00330093         5.46000          49.4245    -0.0406000       290.585       14.6158
49.417-0.025       2        588.916        166.564       0.764094        12.5353       0.862323         1.70126         5.46000          49.4207    -0.0203000       290.565       14.6220
49.418-0.522       1        730.389        188.262       0.793480        11.9643       0.768675         3.94472         5.47000          49.4280     -0.518800       291.022       14.3930
49.418-0.522       2        183.145        673.016       0.911745        25.4235        4.72312         1.26819         5.47000          49.4297     -0.496100       291.003       14.4053
49.433-0.22       1        642.963        151.369       0.566534        12.3411       0.865327        0.244182         4.32000          49.3945     -0.204100       290.720       14.5122
49.433-0.22       5        465.064        180.592       0.687003        13.8836        1.15697       0.0273915         4.32000          49.4742     -0.213800       290.767       14.5779
49.442-0.535       4        645.437        390.242       0.954803        15.2998        1.40178      0.00407866         5.46000          49.4366     -0.503700       291.013       14.4078
49.442-0.535       5        183.861        149.465       0.954803        16.4295        1.63537      0.00357381         5.46000          49.5032     -0.508500       291.050       14.4641
49.478-0.37      13        2696.54        3291.13       0.639784        18.1342        1.99539        0.105824         4.21000          49.5120     -0.359000       290.918       14.5426
49.478-0.37      14        2431.78        2324.57       0.697862        17.0319        1.74204       0.0915399         4.21000          49.5304     -0.349000       290.918       14.5636
49.541-0.511       2        48.1717        44.8798       0.526627        16.9304        1.72216       0.0765733         3.22000          49.5119     -0.498500       291.045       14.4766
49.55-0.542       4        455.048        351.494        1.72306        15.8598        1.43949         1.03978         10.9700          49.4831     -0.596100       291.120       14.4050
49.55-0.542       6        584.988        844.608        1.70431        18.6336        2.04702         1.02430         10.9700          49.4784     -0.582900       291.105       14.4071
49.55-0.542       7        61.1849        557.237        1.77842        30.4153        5.97032         8.04437         10.9700          49.4824     -0.496800       291.029       14.4514
49.55-0.542      10        538.814        423.806        1.83295        15.8541        1.43022         1.35590         10.9700          49.5676     -0.592800       291.158       14.4810
49.55-0.542      11        500.235        238.586        1.44020        14.4512        1.22974       0.0396993         10.9700          49.5890     -0.598600       291.174       14.4970
49.55-0.542      13        311.231        209.434        1.91835        15.6806        1.47374       0.0117994         10.9700          49.5573     -0.514100       291.081       14.5092
49.55-0.542      15        125.086        258.582        1.86085        20.5371        2.52715         1.27053         10.9700          49.5714     -0.464200       291.043       14.5452
49.57-0.192       1        826.265        241.270       0.858258        12.9103       0.952299        0.227877         5.45000          49.5646     -0.228300       290.824       14.6508
49.576-0.476       3        34.8380        88.6962       0.563089        21.8052        2.88176         1.41240         3.22000          49.6068     -0.478900       291.073       14.5694
49.589-0.529       1        1.28237        4.19482       0.296304        21.5940        2.75130         7.00892         3.22000          49.6010     -0.527300       291.115       14.5415
49.618-0.554       2        71.5133        71.3379       0.563089        17.2769        1.81767       0.0137673         3.22000          49.6557     -0.489700       291.107       14.6074
49.633-0.465       1        266.329        289.327       0.812624        17.2958        1.74055        0.966434         5.44000          49.6270     -0.468100       291.073       14.5923
49.648-0.202       1        752.445        146.716       0.770467        11.9988       0.845360      0.00563014         5.44000          49.6214     -0.242200       290.865       14.6943
49.686-0.009       2        241.029        81.8876       0.697741        13.4175        1.05288       0.0250216         3.99000          49.7483     0.0175000       290.690       14.9287
49.732-0.424       1        2618.98        1292.22        1.77422        14.1690        1.12007         1.55708         10.9600          49.7153     -0.459100       291.108       14.6744
49.732-0.424       2        836.880        451.645        1.43732        14.5407        1.19109         1.17566         10.9600          49.7680     -0.427200       291.105       14.7359
49.732-0.471       3        277.078        119.559       0.888211        14.1993        1.20823       0.0104235         5.43000          49.7526     -0.471500       291.138       14.7013
49.831+0.317       1        58.3759        132.712        1.34801        21.1153        2.68757         1.28696         10.9000          49.8242      0.332400       290.440       15.1441
49.972-0.146       2        67.4985        82.4407       0.676756        17.8844        1.88035        0.791082         3.87000          49.9777     -0.126200       290.933       15.0631
49.972-0.146       4        141.213        67.8206       0.648785        14.6716        1.46982         2.44468         3.87000          49.9962     -0.150400       290.965       15.0679
49.972-0.146       5        45.6679        61.0439       0.599661        17.7058        1.78739         3.09333         3.87000          50.0075     -0.149900       290.970       15.0781
49.992+0.043       1        22.0588        50.8902       0.582291        21.0932        2.66735         1.63817         3.72000          49.9941     0.0177000       290.810       15.1455
49.992+0.043       2        275.518        41.1958       0.650525        10.7614       0.616464         3.96456         3.72000          50.0241     0.0351000       290.809       15.1802
49.992+0.043       3        146.019        44.3479       0.650525        12.7285       0.890916         1.66959         3.72000          50.0246     0.0402000       290.804       15.1831
50.009-0.27       4        13.4030        33.4219       0.434084        22.1312        3.07794        0.219820         3.51000          50.0511     -0.267500       291.098       15.0609
50.034+0.603       1       0.214017       0.220852      0.0209847        17.6317        2.13492         1.77188        0.120000          50.0136      0.587600       290.298       15.4313
50.041+0.125       1        240.838        55.7151       0.706856        12.1313       0.813253         1.07063         5.39000          50.0384      0.127100       290.732       15.2363
50.066+0.057       1        1017.40        136.500       0.706856        11.2179       0.768422        0.428691         5.39000          50.0426     0.0629000       290.793       15.2097
50.091-0.674       1        44.4973        22.1787       0.601561        14.7915        1.42230         1.08561         3.44000          50.0999     -0.687500       291.505       14.9047
50.159-0.684       3        5.00276        11.2356       0.399651        21.6159        2.99295      0.00300197         3.22000          50.1631     -0.653100       291.505       14.9766
50.827-0.115       1        49.7824        105.636       0.861711        21.4494        3.30753         1.93886         4.94000          50.8345     -0.137300       291.365       15.8124
50.827+0.186       2        303.617        253.815        1.87463        15.4145        1.31450         4.47538         10.7200          50.8083      0.191200       291.051       15.9451
50.827+0.186       3        282.439        388.691        1.87463        18.5080        2.03497        0.650506         10.7200          50.8623      0.213100       291.057       16.0029
50.827+0.186       4        162.902        244.887        1.40584        18.6881        2.04207         1.54939         10.7200          50.8549      0.234900       291.034       16.0068
50.892+0.223       2        264.239        384.264        1.58271        19.1112        2.28199     0.000519484         10.6500          50.9598      0.153800       291.160       16.0607
50.892+0.223       6        1202.21        664.058        1.67739        14.7978        1.26077        0.431377         10.6500          50.9901      0.178000       291.153       16.0988
50.892+0.223       9        1376.23        1142.59        1.74069        15.8328        1.40860         2.38461         10.6500          50.9977      0.194800       291.141       16.1136
50.892+0.223      11        627.256        577.844        1.86239        17.0677        1.84670        0.230953         10.6500          50.9948      0.236300       291.102       16.1307
51.032+0.273      11        205.522        302.999        1.46042        18.8302        2.10896        0.733977         10.6500          50.9461      0.347000       290.976       16.1402
51.032+0.273      14        42.6370        514.145        1.86239        36.8357        9.24798         4.22551         10.6500          51.0639      0.230200       291.141       16.1886
51.048+0.198      14        9.68267        12.4887       0.448566        17.3671        1.70725         3.79157         3.22000          51.0796      0.108900       291.260       16.1449
51.048+0.198      19        3.00917        6.92307       0.328797        21.4538        2.83170        0.550262         3.22000          51.0975      0.174500       291.209       16.1918
51.048+0.198      20        216.365        66.9437       0.504200        13.1451        1.00651       0.0340765         3.22000          51.0834      0.206500       291.172       16.1946
51.738+0.575       1        6.58592        9.49763       0.454504        18.2340        1.91527         2.45977         3.22000          51.7219      0.579300       291.146       16.9334
51.738+0.575       6        12.5199        16.6715       0.549819        17.5747        1.75416         3.54782         3.22000          51.7528      0.623800       291.120       16.9818
51.784+0.783       2       0.637841       0.456108      0.0534741        15.0944        1.26286         3.24627        0.400000          51.7660      0.787600       290.975       17.0709
51.784+0.783       3       0.293042       0.260991      0.0494682        16.7090        1.66456        0.135733        0.400000          51.7733      0.803600       290.964       17.0849
51.803+0.667       5        5.57218        7.38135       0.408678        18.1382        1.92082         1.26042         3.22000          51.8512      0.624400       291.168       17.0687
51.803+0.667       6        22.6196        18.7753       0.563089        16.4526        1.61916       0.0714794         3.22000          51.9188      0.720500       291.113       17.1737
51.803+0.667       7        9.76024        13.5142       0.383487        17.5414        1.74112         4.41186         3.22000          51.9015      0.764500       291.064       17.1793
51.803+0.667       8        33.0758        42.0423       0.513443        17.8031        1.83018         1.77213         3.22000          51.9481      0.736600       291.113       17.2071
51.803+0.667      10        35.6932        31.6750       0.554991        16.6033        1.62051        0.368638         3.22000          51.9530      0.745500       291.107       17.2157
51.803+0.667      11        11.9863        12.6555       0.466530        17.7328        2.18651         2.09985         3.22000          51.9705      0.717700       291.141       17.2180
51.814+0.418       1        103.157        52.4219       0.864888        14.7421        1.31261       0.0199377         5.20000          51.7154      0.402000       291.306       16.8437
51.814+0.418       2        133.534        93.0802       0.810851        15.5129        1.37746        0.869123         5.20000          51.7294      0.382200       291.331       16.8467
51.814+0.418       3        52.1766        53.4814       0.866874        17.5434        2.27615         4.30781         5.20000          51.7371      0.372800       291.343       16.8489
51.814+0.418       5        25.2167        48.2561       0.909336        20.3684        2.53226        0.440008         5.20000          51.7295      0.434900       291.282       16.8717
51.814+0.418       6        121.198        69.4007       0.840421        14.9593        1.29739        0.306514         5.20000          51.7243      0.450100       291.266       16.8744
51.814+0.418       7        51.1960        52.4206       0.807877        16.9171        1.64500         1.41777         5.20000          51.7153      0.466900       291.246       16.8744
51.814+0.418       8        36.9325        37.4490       0.861435        17.1271        1.72499        0.503484         5.20000          51.7137      0.488700       291.225       16.8833
51.814+0.418       9        63.1558        42.8013       0.730067        14.7535        1.19809         4.00718         5.20000          51.7673      0.396000       291.337       16.8866
51.814+0.418      11        204.033        57.1899       0.880518        12.8766       0.964513       0.0289500         5.20000          51.6765      0.572400       291.129       16.8902
51.814+0.418      12        70.4440        52.0491       0.764727        16.0443        1.55107      0.00695329         5.20000          51.7282      0.487000       291.234       16.8952
51.814+0.418      13        286.737        116.268       0.909336        14.0795        1.22836        0.314640         5.20000          51.7816      0.389800       291.349       16.8962
51.814+0.418      14        30.0616        37.4800       0.643087        17.6586        1.79343         1.98132         5.20000          51.6806      0.582300       291.122       16.8986
51.814+0.418      15        62.5469        56.1158       0.720744        16.4875        1.56980        0.920079         5.20000          51.7938      0.378000       291.366       16.9013
51.814+0.418      16        38.3945        47.5346       0.773668        18.0500        1.93684        0.474204         5.20000          51.8285      0.340800       291.418       16.9142
51.814+0.418      20        38.1714        86.9388       0.909336        21.8357        3.16755        0.185275         5.20000          51.8233      0.395200       291.365       16.9355
51.814+0.418      23        57.0358        95.4131       0.909336        18.6307        1.99177         3.79803         5.20000          51.7422      0.557200       291.176       16.9408
51.814+0.418      28        53.3086        218.105       0.909336        25.1559        3.94287         2.01584         5.20000          51.8199      0.460800       291.303       16.9636
52.247-0.55       1        5.39747        23.1487       0.486002        26.5483        4.73568       0.0113994         3.22000          52.2260     -0.508900       292.397       16.8583
52.247-0.55       2        34.7219        31.1904       0.492202        16.6321        1.62230        0.434829         3.22000          52.2699     -0.574400       292.478       16.8655
52.247-0.55       3        45.6212        28.7310       0.495495        14.7959        1.21615         2.49864         3.22000          52.2669     -0.546300       292.451       16.8763
52.247-0.55       4        30.4420        28.4591       0.441953        16.7846        1.65201        0.481384         3.22000          52.2621     -0.538700       292.442       16.8757
52.247-0.55       5        72.9573        40.5758       0.476596        14.7448        1.23945        0.724712         3.22000          52.2488     -0.511100       292.410       16.8773
52.247-0.55       7        3.79511        16.6863       0.411571        24.7373        3.73961         4.64964         3.22000          52.2376     -0.485000       292.380       16.8799
52.425+0.022       1        86.2036        88.6443       0.822238        17.6136        2.15555         2.11298         5.12000          52.4221     0.0219000       292.007       17.2844
52.723+0.045       2        402.903        43.3205       0.670089        10.3445       0.575681         2.04581         4.78000          52.7733     0.0423000       292.164       17.6026
52.991-0.291       2        14.7840        3.84047       0.260973        12.4474       0.860899        0.930575         1.99000          52.9792     -0.265500       292.551       17.6360
53.103+0.221       1        3.10493        3.86610       0.209187        17.5618        1.76562         2.34154         1.94000          53.1153      0.207900       292.183       17.9822
53.132+0.257       1        31.6274        87.7090       0.293345        23.2167        4.03367         2.61108         1.98000          53.1837      0.168300       292.254       18.0233
53.132+0.257       2        103.299        35.4685       0.299900        13.5079        1.08822       0.0149500         1.98000          53.1578      0.213700       292.199       18.0223
53.132+0.257       3        142.389        113.021       0.312864        16.2456        1.56768        0.122277         1.98000          53.1753      0.185800       292.234       18.0244
53.149+0.189       1        1.13063       0.930786       0.104229        16.2031        1.52062        0.681532        0.740000          53.0926      0.191100       292.187       17.9542
53.149+0.189       2       0.928904        1.63982       0.101269        19.6204        2.28294         1.28960        0.740000          53.1435      0.170500       292.232       17.9891
53.168+0.148       2        13.7941        21.2590       0.354991        18.7252        2.04246         1.87630         2.03000          53.1892      0.105000       292.315       17.9978
53.168+0.148       4        14.0493        94.8373       0.317040        30.6365        6.25930        0.981606         2.03000          53.1929      0.145900       292.279       18.0206
53.214+0.024       5        31.5365        12.4676       0.260745        13.8158        1.10677        0.127816         2.03000          53.2170     0.0370000       292.392       17.9897
53.214+0.024       7        29.5797        10.0661       0.276483        13.5769        1.16287        0.683335         2.03000          53.2309     0.0374000       292.399       18.0021
53.319+0.006       1        65.9438        15.0957       0.257996        12.2930       0.862494        0.165464         1.97000          53.3308     0.0278000       292.458       18.0851
53.361+0.042       3        42.5003        8.14832       0.231004        11.7422       0.765840        0.721653         2.04000          53.3627     0.0427000       292.460       18.1203
53.361+0.042       4        159.721        6.55293       0.326694        8.98164       0.455503       0.0614952         2.04000          53.3699     0.0559000       292.452       18.1330
53.429-0.021       1        13.3051        6.70048       0.304046        14.5827        1.24111        0.135761         2.03000          53.4340   -0.00260000       292.538       18.1611
53.429-0.021       3        44.7116        4.35597       0.354991        10.0967       0.544617         2.63555         2.03000          53.4178     0.0557000       292.476       18.1749
53.444+0.061       1        7.97481        9.48637       0.354991        18.2632        2.19030        0.579516         2.03000          53.4637     0.0822000       292.475       18.2278
53.566+0.239       1        53.9311        19.8566       0.416196        13.4541        1.02093        0.676673         2.38000          53.5603      0.270600       292.349       18.4029
53.566+0.239       2        67.4744        20.8171       0.373442        13.0993       0.989840        0.114112         2.38000          53.5778      0.266400       292.362       18.4163
53.566+0.239       3        31.5178        23.1080       0.416196        15.7644        1.43490        0.633498         2.38000          53.5735      0.274800       292.352       18.4165
53.566+0.239       4        73.4268        28.4737       0.361285        13.5913        1.04113        0.747946         2.38000          53.5965      0.261300       292.376       18.4302
53.566+0.239       5        54.0127        23.1869       0.380386        13.7951        1.06323         1.24587         2.38000          53.6040      0.249700       292.391       18.4313
53.566+0.239       6        14.1957        24.8101       0.318473        19.0861        2.10996         2.97053         2.38000          53.5922      0.274500       292.362       18.4328
53.579+0.005       2        208.246        59.9273       0.377724        12.7088       0.898700        0.964169         2.16000          53.5560     0.0351000       292.565       18.2863
53.579+0.005       3        105.201        71.9033       0.370268        15.5924        1.41748        0.320362         2.16000          53.5807     0.0580000       292.556       18.3189
53.579+0.005       4        358.466        53.4523       0.356054        11.4711       0.829199        0.986958         2.16000          53.5859     0.0762000       292.542       18.3322
53.597+0.439       1        6.05392        7.62016       0.374227        18.1987        1.98755        0.286882         2.14000          53.5754      0.400000       292.237       18.4782
