-------------------------------------------------------------------------------------
    map         source        glon          glat              ra             dec     
  15.715-0.597      1        15.7055        -0.6112       275.3714       -15.5701
  15.715-0.597      2        15.7091        -0.5797       275.3443       -15.5522
  15.715-0.597      3        15.7165        -0.5947       275.3616       -15.5527
  15.715-0.597      4        15.7316        -0.6082       275.3814       -15.5457
  15.715-0.597      5        15.7084        -0.5432       275.3105       -15.5356
  15.715-0.597      6        15.7641        -0.6010       275.3906       -15.5136
  15.715-0.597      7        15.7492        -0.5778       275.3621       -15.5158
  15.715-0.597      8        15.7464        -0.5636       275.3478       -15.5116
   15.786-0.41      1        15.7868        -0.4102       275.2271       -15.4038
   15.786-0.41      2        15.7955        -0.4143       275.2351       -15.3980
   15.786-0.41      3        15.7956        -0.4038       275.2255       -15.3930
  15.904+0.027      1        15.9059         0.0265       274.8862       -15.0928
  15.907-0.147      1        15.9082        -0.1460       275.0448       -15.1722
  16.305-0.072      1        16.3145        -0.0744       275.1778       -14.7801
  16.305-0.072      2        16.3200        -0.0569       275.1645       -14.7670
  16.305-0.072      3        16.3350        -0.0769       275.1900       -14.7632
  16.335-0.213      1        16.3371        -0.2230       275.3244       -14.8302
  16.335-0.213      2        16.3565        -0.2110       275.3229       -14.8074
    16.36-0.25      1        16.3624        -0.2442       275.3560       -14.8179
  16.361-0.078      1        16.3593        -0.0718       275.1973       -14.7394
  16.379-0.044      1        16.3837        -0.0966       275.2318       -14.7295
  16.379-0.044      2        16.3620        -0.0524       275.1809       -14.7279
  16.379-0.044      3        16.3721        -0.0462       275.1802       -14.7160
  16.379-0.044      4        16.3786        -0.0419       275.1794       -14.7083
  16.379-0.044      5        16.3939        -0.0546       275.1984       -14.7007
  16.386-0.212      1        16.3565        -0.2110       275.3229       -14.8074
  16.386-0.212      2        16.3641        -0.2054       275.3215       -14.7981
  16.386-0.212      3        16.3705        -0.2107       275.3294       -14.7949
  16.386-0.212      4        16.3874        -0.2189       275.3451       -14.7839
  16.386-0.212      5        16.3955        -0.1946       275.3269       -14.7653
  16.386-0.212      6        16.4029        -0.1813       275.3183       -14.7525
  16.386-0.212      7        16.4155        -0.1924       275.3346       -14.7466
   16.44-0.378      1        16.4454        -0.3861       275.5259       -14.8113
   16.44-0.378      2        16.4411        -0.3783       275.5168       -14.8114
  16.447+0.447      1        16.4188         0.4447       274.7558       -14.4431
  16.447+0.447      2        16.4907         0.4528       274.7835       -14.3760
  16.452+0.415      1        16.4597         0.3923       274.8234       -14.4318
  16.452+0.415      2        16.4709         0.4024       274.8197       -14.4172
  16.475-0.184      1        16.4426        -0.2014       275.3561       -14.7269
  16.475-0.184      2        16.4442        -0.1926       275.3488       -14.7214
  16.475-0.184      3        16.4765        -0.1815       275.3544       -14.6877
  16.584-0.082      1        16.5788        -0.0805       275.3120       -14.5499
  16.588-0.053      1        16.5856        -0.0504       275.2879       -14.5297
  16.609-0.234      1        16.6091        -0.2373       275.4698       -14.5969
  16.609-0.234      2        16.6263        -0.2346       275.4756       -14.5804
    16.65-0.36      1        16.6398        -0.3646       275.6007       -14.6296
  16.661-0.343      1        16.6643        -0.3403       275.5904       -14.5966
  16.661-0.343      2        16.6615        -0.3309       275.5806       -14.5946
  16.661-0.343      3        16.6808        -0.3430       275.6009       -14.5832
  16.681-0.069      1        16.6817        -0.0688       275.3514       -14.4535
  16.704-0.395      1        16.6964        -0.3998       275.6604       -14.5962
  16.852-0.319      1        16.8492        -0.3169       275.6588       -14.4223
  16.852-0.319      2        16.8723        -0.3381       275.6894       -14.4119
  16.883+0.136      1        16.8703         0.1282       275.2636       -14.1944
  16.883+0.136      2        16.8843         0.1291       275.2696       -14.1817
  16.905+0.343      1        16.9141         0.3245       275.1064       -14.0633
  16.905+0.343      2        16.9050         0.3384       275.0893       -14.0648
  16.905+0.343      3        16.9056         0.3497       275.0793       -14.0589
  16.905+0.343      4        16.9348         0.3724       275.0729       -14.0224
  16.915+0.198      1        16.9157         0.1995       275.2208       -14.1208
  16.925+0.242      1        16.9158         0.1996       275.2208       -14.1206
  16.925+0.242      2        16.9099         0.2187       275.2006       -14.1169
  16.925+0.242      3        16.9035         0.2475       275.1713       -14.1089
  16.925+0.242      4        16.9168         0.2307       275.1930       -14.1051
  16.925+0.242      5        16.9299         0.2177       275.2111       -14.0997
  16.925+0.242      6        16.9258         0.2423       275.1868       -14.0917
  16.925+0.242      7        16.9249         0.2508       275.1786       -14.0885
  16.925+0.242      8        16.9255         0.2655       275.1656       -14.0811
  16.925+0.242      9        16.9261         0.2856       275.1476       -14.0711
  16.932+0.215      1        16.9299         0.2177       275.2111       -14.0997
  16.934+0.282      1        16.9266         0.2854       275.1481       -14.0707
  16.941+0.458      1        16.9017         0.4543       274.9824       -14.0130
  16.941+0.458      2        16.9001         0.4671       274.9700       -14.0084
  16.941+0.458      3        16.9430         0.4209       275.0328       -13.9924
  16.941+0.458      4        16.9290         0.4627       274.9881       -13.9850
  16.941+0.458      5        16.9185         0.4814       274.9659       -13.9853
  16.941+0.458      6        16.9367         0.4530       275.0006       -13.9827
  16.941+0.458      7        16.9455         0.4667       274.9924       -13.9685
  16.965-0.095      1        16.9444        -0.0733       275.4830       -14.2239
  16.975-0.219      1        16.9753        -0.2224       275.6338       -14.2666
  16.975-0.219      2        16.9910        -0.2229       275.6419       -14.2529
  16.975-0.219      3        16.9819        -0.1985       275.6153       -14.2495
  17.029+0.334      1        17.0307         0.3353       275.1532       -13.9554
  17.029+0.334      2        17.0357         0.3488       275.1434       -13.9446
  17.029+0.334      3        17.0373         0.3559       275.1377       -13.9399
  17.037+0.308      1        17.0377         0.3086       275.1809       -13.9618
  17.082+0.442      1        16.9987         0.4172       275.0632       -13.9450
  17.082+0.442      2        17.0307         0.4284       275.0686       -13.9115
  17.082+0.442      3        17.0578         0.4085       275.0999       -13.8969
  17.082+0.442      4        17.0556         0.4376       275.0724       -13.8852
  17.082+0.442      5        17.0821         0.3955       275.1235       -13.8817
  17.082+0.442      6        17.0959         0.4119       275.1153       -13.8617
  17.082+0.442      7        17.0823         0.4456       275.0781       -13.8578
  17.082+0.442      8        17.1060         0.4704       275.0671       -13.8252
  17.082+0.442      9        17.0947         0.5247       275.0122       -13.8096
  17.082+0.442     10        17.1177         0.4985       275.0473       -13.8017
  17.082+0.442     11        17.1045         0.5316       275.0107       -13.7977
  17.082+0.442     12        17.1060         0.5473       274.9972       -13.7890
  17.082+0.442     13        17.1417         0.5442       275.0174       -13.7590
  17.082+0.442     14        17.1356         0.5611       274.9991       -13.7564
  17.096+0.412      1        17.0959         0.4119       275.1153       -13.8617
    17.1+0.517      1        17.0947         0.5247       275.0122       -13.8096
  17.206+0.292      1        17.2095         0.2922       275.2791       -13.8180
  17.211+0.782      1        17.1699         0.8131       274.7871       -13.6072
  17.211+0.782      2        17.2174         0.7819       274.8385       -13.5801
  17.211+0.782      3        17.2242         0.7974       274.8278       -13.5667
  17.211+0.782      4        17.2176         0.8207       274.8034       -13.5615
  17.252+0.375      1        17.2480         0.3437       275.2510       -13.7598
  17.252+0.375      2        17.2236         0.3967       275.1911       -13.7563
  17.252+0.375      3        17.2694         0.3878       275.2214       -13.7202
   17.45-0.198      1        17.4576        -0.1957       275.8427       -13.8281
  17.509+0.019      1        17.5088        -0.0041       275.6933       -13.6931
  17.619-0.204      1        17.6228        -0.2044       275.9303       -13.6863
  17.626+0.157      1        17.6180         0.1710       275.5869       -13.5145
  17.626+0.157      2        17.6242         0.1648       275.5955       -13.5119
  17.626+0.157      3        17.6379         0.1549       275.6112       -13.5044
  17.644+0.074      1        17.6246         0.0395       275.7096       -13.5703
  17.644+0.074      2        17.6213         0.0518       275.6968       -13.5675
  17.644+0.074      3        17.6302         0.0530       275.7000       -13.5591
  17.649+0.223      1        17.6422         0.2263       275.5484       -13.4671
   17.656+0.17      1        17.6379         0.1549       275.6112       -13.5044
   17.656+0.17      2        17.6533         0.1726       275.6025       -13.4825
  17.679+0.238      1        17.6723         0.2306       275.5590       -13.4385
  17.679+0.238      2        17.6878         0.2386       275.5593       -13.4211
  17.917-0.619      1        17.9178        -0.6200       276.4503       -13.6198
  17.956-0.409      1        17.9507        -0.4069       276.2723       -13.4912
  17.957+0.083      1        17.9630         0.0791       275.8367       -13.2529
  17.968-0.344      1        17.9597        -0.3393       276.2152       -13.4517
  17.991-0.348      1        17.9916        -0.3468       276.2373       -13.4269
  17.991-0.348      2        18.0046        -0.3244       276.2232       -13.4050
  18.001-0.468      1        18.0008        -0.4677       276.3517       -13.4753
  18.001-0.468      2        18.0125        -0.4584       276.3488       -13.4606
  18.021-0.361      1        18.0213        -0.3721       276.2745       -13.4126
  18.021-0.361      2        18.0338        -0.3657       276.2748       -13.3985
   18.036-0.34      1        18.0633        -0.3739       276.2964       -13.3763
  18.056-0.432      1        18.0745        -0.4296       276.3524       -13.3924
  18.103+0.377      1        18.0996         0.3595       275.6483       -13.0007
  18.105-0.234      1        18.0978        -0.2303       276.1825       -13.2787
  18.109+0.358      1        18.1101         0.3616       275.6514       -12.9905
  18.115+0.272      1        18.1164         0.2742       275.7337       -13.0259
  18.124-0.375      1        18.1049        -0.3831       276.3247       -13.3437
  18.132-0.395      1        18.1340        -0.3972       276.3515       -13.3246
  18.132-0.395      2        18.1403        -0.3989       276.3561       -13.3198
  18.134+0.327      1        18.1335         0.3433       275.6793       -12.9784
  18.145-0.416      1        18.1077        -0.3995       276.3410       -13.3490
  18.145-0.416      2        18.1050        -0.3834       276.3251       -13.3438
  18.145-0.416      3        18.1342        -0.4216       276.3738       -13.3358
  18.145-0.416      4        18.1275        -0.3917       276.3434       -13.3278
  18.145-0.416      5        18.1340        -0.3972       276.3515       -13.3246
  18.145-0.416      6        18.1455        -0.4168       276.3748       -13.3236
  18.145-0.416      7        18.1316        -0.3818       276.3364       -13.3195
  18.145-0.416      8        18.1403        -0.3989       276.3561       -13.3198
  18.145-0.416      9        18.1815        -0.4710       276.4414       -13.3171
  18.145-0.416     10        18.1417        -0.3765       276.3363       -13.3082
  18.145-0.416     11        18.1629        -0.4222       276.3881       -13.3107
  18.145-0.416     12        18.1566        -0.4018       276.3666       -13.3068
  18.145-0.416     13        18.1494        -0.3854       276.3481       -13.3055
  18.145-0.416     14        18.1578        -0.3870       276.3536       -13.2988
  18.145-0.416     15        18.2152        -0.4868       276.4718       -13.2947
  18.145-0.416     16        18.1643        -0.3697       276.3410       -13.2850
  18.145-0.416     17        18.1847        -0.3979       276.3765       -13.2801
  18.145-0.416     18        18.1697        -0.3709       276.3448       -13.2808
  18.145-0.416     19        18.1905        -0.3938       276.3755       -13.2731
  18.145-0.416     20        18.1873        -0.3646       276.3475       -13.2623
  18.145-0.416     21        18.2462        -0.4723       276.4735       -13.2605
  18.145-0.416     22        18.2067        -0.3869       276.3770       -13.2556
  18.145-0.416     23        18.1900        -0.3546       276.3396       -13.2552
  18.145-0.416     24        18.1974        -0.3604       276.3484       -13.2514
  18.145-0.416     25        18.2122        -0.3854       276.3783       -13.2500
  18.145-0.416     26        18.2093        -0.3664       276.3596       -13.2436
  18.145-0.416     27        18.2204        -0.3806       276.3779       -13.2405
  18.145-0.416     28        18.2075        -0.3477       276.3418       -13.2365
   18.18-0.347      1        18.1767        -0.3656       276.3432       -13.2721
   18.197+0.87      1        18.1807         0.8490       275.2443       -12.6990
   18.197+0.87      2        18.1792         0.8601       275.2335       -12.6951
   18.197+0.87      3        18.2014         0.8497       275.2536       -12.6804
  18.204-0.378      1        18.2202        -0.3808       276.3779       -13.2407
  18.214-0.486      1        18.2151        -0.4868       276.4718       -13.2947
  18.232-0.153      1        18.1896        -0.1759       276.1772       -13.1720
  18.232-0.153      2        18.1817        -0.1617       276.1605       -13.1724
  18.232-0.153      3        18.2153        -0.2226       276.2319       -13.1711
  18.232-0.153      4        18.2081        -0.1959       276.2042       -13.1651
  18.232-0.153      5        18.1923        -0.1627       276.1665       -13.1635
  18.232-0.153      6        18.1992        -0.1702       276.1766       -13.1609
  18.232-0.153      7        18.2303        -0.2023       276.2207       -13.1485
  18.232-0.153      8        18.1965        -0.1412       276.1490       -13.1497
  18.232-0.153      9        18.2387        -0.2087       276.2306       -13.1440
  18.232-0.153     10        18.2349        -0.1891       276.2109       -13.1382
  18.232-0.153     11        18.1848        -0.1101       276.1152       -13.1455
  18.232-0.153     12        18.2448        -0.1904       276.2169       -13.1300
  18.232-0.153     13        18.2413        -0.1706       276.1972       -13.1239
  18.232-0.153     14        18.2499        -0.1862       276.2154       -13.1236
  18.232-0.153     15        18.2488        -0.1752       276.2049       -13.1194
  18.232-0.153     16        18.2635        -0.1829       276.2190       -13.1100
  18.232-0.153     17        18.2288        -0.1207       276.1459       -13.1116
  18.232-0.153     18        18.2570        -0.1667       276.2012       -13.1082
  18.232-0.153     19        18.2614        -0.1729       276.2089       -13.1072
  18.232-0.153     20        18.2434        -0.1160       276.1486       -13.0965
  18.232-0.153     21        18.2656        -0.1561       276.1957       -13.0956
  18.232-0.153     22        18.2560        -0.1312       276.1685       -13.0925
  18.244-0.479      1        18.2425        -0.4798       276.4786       -13.2672
  18.244-0.479      2        18.2467        -0.4724       276.4739       -13.2601
  18.246-0.269      1        18.2120        -0.2719       276.2751       -13.1971
  18.246-0.269      2        18.2555        -0.2498       276.2759       -13.1484
  18.246-0.269      3        18.2665        -0.2588       276.2893       -13.1428
  18.259-0.415      1        18.2616        -0.4165       276.4302       -13.2208
  18.261-0.309      1        18.2240        -0.3276       276.3314       -13.2126
  18.261-0.309      2        18.2156        -0.2817       276.2857       -13.1985
  18.261-0.309      3        18.2555        -0.2499       276.2760       -13.1484
  18.261-0.309      4        18.2663        -0.2585       276.2890       -13.1429
  18.261-0.309      5        18.3007        -0.3121       276.3541       -13.1374
  18.261-0.309      6        18.2770        -0.2628       276.2981       -13.1354
   18.28-0.267      1        18.2770        -0.2628       276.2981       -13.1354
  18.287-0.256      1        18.2206        -0.2351       276.2459       -13.1723
  18.287-0.256      2        18.2158        -0.2226       276.2321       -13.1707
  18.287-0.256      3        18.2545        -0.2854       276.3078       -13.1659
  18.287-0.256      4        18.2773        -0.3223       276.3522       -13.1629
  18.287-0.256      5        18.2413        -0.2555       276.2742       -13.1636
  18.287-0.256      6        18.2327        -0.2401       276.2561       -13.1640
  18.287-0.256      7        18.2081        -0.1959       276.2042       -13.1651
  18.287-0.256      8        18.2383        -0.2495       276.2674       -13.1634
  18.287-0.256      9        18.1992        -0.1702       276.1766       -13.1609
  18.287-0.256     10        18.2337        -0.2259       276.2437       -13.1565
  18.287-0.256     11        18.2435        -0.2357       276.2573       -13.1524
  18.287-0.256     12        18.2906        -0.3200       276.3565       -13.1501
  18.287-0.256     13        18.2554        -0.2496       276.2756       -13.1483
  18.287-0.256     14        18.2734        -0.2830       276.3146       -13.1480
  18.287-0.256     15        18.2414        -0.2171       276.2395       -13.1456
  18.287-0.256     16        18.2663        -0.2585       276.2890       -13.1429
  18.287-0.256     17        18.2349        -0.1891       276.2109       -13.1382
  18.287-0.256     18        18.2826        -0.2823       276.3184       -13.1396
  18.287-0.256     19        18.2622        -0.2430       276.2730       -13.1392
  18.287-0.256     20        18.3007        -0.3120       276.3541       -13.1374
  18.287-0.256     21        18.2770        -0.2628       276.2981       -13.1354
  18.287-0.256     22        18.2481        -0.2070       276.2335       -13.1349
  18.287-0.256     23        18.3034        -0.3037       276.3479       -13.1312
  18.287-0.256     24        18.2448        -0.1904       276.2169       -13.1300
  18.287-0.256     25        18.2785        -0.2417       276.2795       -13.1242
  18.287-0.256     26        18.2758        -0.2344       276.2717       -13.1232
  18.287-0.256     27        18.2499        -0.1862       276.2154       -13.1236
  18.287-0.256     28        18.3011        -0.2663       276.3128       -13.1157
  18.287-0.256     29        18.2570        -0.1667       276.2012       -13.1082
  18.287-0.256     30        18.2991        -0.2366       276.2848       -13.1036
  18.287-0.256     31        18.2614        -0.1729       276.2089       -13.1072
  18.287-0.256     32        18.3136        -0.2568       276.3101       -13.1002
  18.287-0.256     33        18.2656        -0.1561       276.1957       -13.0956
  18.287-0.256     34        18.3559        -0.3042       276.3734       -13.0849
  18.287-0.256     35        18.3510        -0.2709       276.3409       -13.0737
  18.287-0.256     36        18.3598        -0.2755       276.3493       -13.0681
  18.326-0.279      1        18.3076        -0.3244       276.3686       -13.1371
  18.341-0.276      1        18.3510        -0.2709       276.3409       -13.0737
  18.341-0.276      2        18.3598        -0.2755       276.3493       -13.0681
  18.355-0.304      1        18.3558        -0.3047       276.3739       -13.0853
  18.366-0.392      1        18.3492        -0.3706       276.4305       -13.1219
  18.366-0.392      2        18.3734        -0.3950       276.4643       -13.1119
  18.366-0.392      3        18.3709        -0.3815       276.4508       -13.1078
   18.41-0.289      1        18.4054        -0.3114       276.4037       -13.0446
   18.41-0.289      2        18.4118        -0.2898       276.3872       -13.0288
   18.41-0.289      3        18.4221        -0.2993       276.4007       -13.0241
   18.41-0.289      4        18.4202        -0.2692       276.3725       -13.0118
   18.41-0.289      5        18.4298        -0.2737       276.3811       -13.0054
   18.472-0.18      1        18.4289        -0.1925       276.3071       -12.9683
   18.472-0.18      2        18.4504        -0.2030       276.3269       -12.9541
   18.472-0.18      3        18.4937        -0.2004       276.3453       -12.9147
   18.472-0.18      4        18.4854        -0.1651       276.3092       -12.9055
   18.472-0.18      5        18.4994        -0.1808       276.3302       -12.9005
  18.486-0.165      1        18.4854        -0.1651       276.3092       -12.9055
  18.486-0.165      2        18.5235        -0.1378       276.3028       -12.8590
  18.493-0.201      1        18.4937        -0.2004       276.3453       -12.9147
  18.493-0.201      2        18.4994        -0.1808       276.3302       -12.9005
    18.5-0.183      1        18.4994        -0.1808       276.3302       -12.9005
  18.513+0.944      1        18.5130         0.9302       275.3311       -12.3676
  18.513+0.944      2        18.5300         0.9541       275.3176       -12.3414
  18.522-0.139      1        18.5174        -0.1509       276.3117       -12.8706
  18.522-0.598      1        18.5230        -0.5978       276.7201       -13.0741
   18.54-0.163      1        18.5409        -0.1632       276.3342       -12.8555
  18.571-0.435      1        18.5686        -0.4448       276.6030       -12.9625
  18.571-0.435      2        18.5718        -0.4344       276.5950       -12.9547
  18.576-0.367      1        18.5719        -0.3506       276.5190       -12.9157
  18.576-0.367      2        18.5709        -0.3406       276.5094       -12.9119
   18.624-0.07      1        18.5785        -0.1305       276.3225       -12.8071
   18.624-0.07      2        18.5669        -0.0886       276.2790       -12.7977
   18.624-0.07      3        18.5940        -0.0735       276.2783       -12.7667
   18.624-0.07      4        18.6062        -0.0746       276.2851       -12.7564
   18.624-0.07      5        18.6273        -0.0692       276.2903       -12.7352
   18.624-0.07      6        18.6400        -0.0632       276.2909       -12.7212
   18.624-0.07      7        18.6541        -0.0593       276.2942       -12.7069
   18.624-0.07      8        18.6646        -0.0554       276.2956       -12.6958
   18.624-0.07      9        18.6776        -0.0538       276.3004       -12.6836
   18.624-0.07     10        18.6670         0.0264       276.2227       -12.6555
   18.624-0.07     11        18.7003         0.0048       276.2582       -12.6362
   18.624-0.07     12        18.7110         0.0008       276.2670       -12.6285
  18.671-0.462      1        18.6601        -0.4823       276.6807       -12.8989
  18.681-0.051      1        18.6646        -0.0554       276.2956       -12.6958
  18.681-0.051      2        18.6776        -0.0538       276.3004       -12.6836
  18.689-0.093      1        18.6858        -0.1072       276.3528       -12.7013
  18.689-0.093      2        18.6874        -0.0910       276.3389       -12.6923
   18.69-0.383      1        18.6707        -0.3934       276.6051       -12.8482
   18.69-0.383      2        18.6723        -0.3797       276.5934       -12.8404
   18.69-0.383      3        18.6835        -0.3924       276.6103       -12.8364
   18.69-0.383      4        18.6830        -0.3741       276.5934       -12.8283
   18.69-0.383      5        18.6943        -0.3795       276.6038       -12.8208
   18.69-0.383      6        18.6920        -0.3724       276.5962       -12.8195
   18.69-0.383      7        18.7078        -0.3899       276.6197       -12.8137
  18.697+0.003      1        18.7003         0.0048       276.2582       -12.6362
  18.697+0.003      2        18.7108         0.0007       276.2670       -12.6288
  18.709-0.392      1        18.6943        -0.3795       276.6038       -12.8208
  18.709-0.392      2        18.7078        -0.3899       276.6197       -12.8137
   18.76-0.438      1        18.7181        -0.4051       276.6384       -12.8117
   18.76-0.438      2        18.7078        -0.3899       276.6197       -12.8137
   18.76-0.438      3        18.7388        -0.4409       276.6808       -12.8100
   18.76-0.438      4        18.7471        -0.4496       276.6926       -12.8068
   18.76-0.438      5        18.7635        -0.4733       276.7220       -12.8033
   18.76-0.438      6        18.7585        -0.4610       276.7084       -12.8020
   18.76-0.438      7        18.7757        -0.4579       276.7138       -12.7853
   18.76-0.438      8        18.7522        -0.3846       276.6361       -12.7719
   18.76-0.438      9        18.8216        -0.4402       276.7197       -12.7364
   18.76-0.438     10        18.7948        -0.3681       276.6414       -12.7266
  18.762-0.029      1        18.7634        -0.0292       276.3193       -12.5962
  18.787-0.286      1        18.7895        -0.2851       276.5636       -12.6926
  18.787-0.286      2        18.8337        -0.2999       276.5982       -12.6604
   18.787-0.55      1        18.7505        -0.5651       276.7990       -12.8575
   18.787-0.55      2        18.7675        -0.5440       276.7881       -12.8326
   18.787-0.55      3        18.7720        -0.5322       276.7794       -12.8232
  18.815-0.556      1        18.8160        -0.5554       276.8215       -12.7950
  18.816-0.447      1        18.7757        -0.4578       276.7137       -12.7853
  18.816-0.447      2        18.7904        -0.4821       276.7428       -12.7836
  18.816-0.447      3        18.7874        -0.4667       276.7274       -12.7791
  18.816-0.447      4        18.8246        -0.4667       276.7451       -12.7461
  18.816-0.447      5        18.8345        -0.4494       276.7342       -12.7293
  18.816-0.447      6        18.8412        -0.4624       276.7492       -12.7294
  18.833+0.025      1        18.8208         0.0106       276.3106       -12.5269
  18.833-0.078      1        18.8217        -0.0988       276.4102       -12.5771
   18.84-0.285      1        18.8419        -0.2850       276.5886       -12.6461
   18.84-0.478      1        18.8326        -0.4778       276.7590       -12.7442
  18.849-0.086      1        18.8486        -0.0856       276.4111       -12.5472
  18.849-0.086      2        18.8386        -0.0726       276.3945       -12.5500
  18.854+0.713      1        18.8455         0.6814       275.7157       -12.1911
   18.865-0.41      1        18.8547        -0.4860       276.7770       -12.7285
   18.865-0.41      2        18.8613        -0.4801       276.7748       -12.7199
   18.865-0.41      3        18.8886        -0.4739       276.7822       -12.6929
  18.868-0.282      1        18.8337        -0.2999       276.5982       -12.6604
  18.868+0.692      1        18.8713         0.6997       275.7115       -12.1597
  18.875+1.084      1        18.8711         1.0619       275.3844       -11.9898
  18.886+0.068      1        18.8070        -0.0003       276.3139       -12.5442
  18.886+0.068      2        18.8396        -0.0254       276.3523       -12.5271
  18.886+0.068      3        18.8208         0.0106       276.3106       -12.5269
  18.886+0.068      4        18.8659        -0.0160       276.3563       -12.4995
  18.886+0.068      5        18.8860        -0.0247       276.3738       -12.4857
  18.886+0.068      6        18.8812         0.0301       276.3219       -12.4644
  18.886+0.068      7        18.8735         0.0539       276.2966       -12.4600
  18.886+0.068      8        18.9133        -0.0182       276.3809       -12.4586
  18.886+0.068      9        18.8667         0.0684       276.2803       -12.4593
  18.886+0.068     10        18.9063        -0.0042       276.3650       -12.4582
  18.886+0.068     11        18.8600         0.0841       276.2628       -12.4579
  18.886+0.068     12        18.8935         0.0270       276.3305       -12.4549
  18.886+0.068     13        18.8900         0.0428       276.3146       -12.4506
  18.886+0.068     14        18.8848         0.0489       276.3066       -12.4524
  18.886+0.068     15        18.8822         0.0593       276.2959       -12.4499
  18.886+0.068     16        18.9077         0.0168       276.3466       -12.4472
  18.886+0.068     17        18.9263        -0.0139       276.3833       -12.4450
  18.886+0.068     18        18.8950         0.0450       276.3149       -12.4452
  18.886+0.068     19        18.9063         0.0303       276.3337       -12.4420
  18.886+0.068     20        18.9080         0.0417       276.3241       -12.4353
  18.886+0.068     21        18.9273         0.0219       276.3514       -12.4274
  18.886+0.068     22        18.9170         0.0508       276.3203       -12.4231
  18.886+0.068     23        18.9223         0.0552       276.3189       -12.4163
  18.886+0.068     24        18.9066         0.0800       276.2888       -12.4186
  18.886+0.068     25        18.9274         0.0589       276.3179       -12.4101
  18.886+0.068     26        18.8888         0.1353       276.2303       -12.4085
  18.886+0.068     27        18.9204         0.0781       276.2971       -12.4073
  18.886+0.068     28        18.8987         0.1366       276.2338       -12.3991
  18.886+0.068     29        18.9485         0.0410       276.3443       -12.3998
  18.886+0.068     30        18.9297         0.0829       276.2973       -12.3968
  18.886+0.068     31        18.9510         0.0545       276.3332       -12.3912
  18.886+0.068     32        18.9624         0.0403       276.3515       -12.3878
  18.886+0.068     33        18.9672         0.0507       276.3443       -12.3787
  18.886+0.068     34        18.9716         0.0472       276.3497       -12.3764
  18.888-0.476      1        18.8767        -0.4884       276.7897       -12.7101
  18.888-0.476      2        18.8886        -0.4739       276.7822       -12.6929
  18.891+0.656      1        18.8892         0.6310       275.7822       -12.1761
  18.893+1.005      1        18.8507         0.9778       275.4505       -12.0472
  18.893+1.005      2        18.8570         0.9861       275.4460       -12.0378
  18.893+1.005      3        18.9369         0.9759       275.4936       -11.9721
  18.893+1.005      4        18.9296         1.0134       275.4563       -11.9609
  18.896-0.036      1        18.9133        -0.0182       276.3809       -12.4586
  18.896-0.036      2        18.9265        -0.0388       276.4060       -12.4565
  18.896-0.036      3        18.9065        -0.0046       276.3654       -12.4582
  18.896-0.036      4        18.9210        -0.0216       276.3877       -12.4533
