-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    map        source        mass        luminosity      radius      temperature      err_temp         chisq          distance             glon            glat              ra               dec     
25.177+0.149       1        126.187        764.977       0.366065        19.8370        2.32030         1.87216         2.96000          25.1815      0.137200       279.185      -6.83030
25.243-0.447       1        487.256        1892.23       0.563151        17.6786        1.92959     0.000812910         3.78000          25.2654     -0.438700       279.740      -7.02010
25.243-0.447       2        531.589        1307.57       0.577698        17.0696        1.66826         1.82367         3.78000          25.2706     -0.433700       279.738      -7.01320
25.283+0.288       1        141.487        1773.45       0.784661        21.5944        3.10174        0.230379         5.23000          25.3112      0.273500       279.124      -6.65250
25.283+0.288       2        27.1350        1645.07       0.645750        33.9849        7.70563         3.95589         5.23000          25.3072      0.313600       279.086      -6.63760
25.316+0.542       1        83.1761        1626.47       0.538607        25.1108        4.04105        0.482004         3.08000          25.3061      0.529900       278.892      -6.53920
25.324+0.265       3        149.740        43.3516       0.299058        12.2438       0.831148        0.955051         2.90000          25.3558      0.262500       279.154      -6.61800
25.342-0.196       1        495.894        42179.8       0.669761        37.6686        9.99647         1.09328         3.83000          25.3823     -0.181200       279.563      -6.79820
25.342-0.196       2        2457.90        9667.42       0.669761        17.6679        2.01212        0.374179         3.83000          25.3829     -0.148000       279.534      -6.78240
25.344-0.063       1        1522.93        702.552       0.974039        12.9533       0.947814        0.490039         5.57000          25.3269    -0.0396000       279.411      -6.78240
25.344-0.063       2        350.462        51.5596       0.760702        10.4752       0.582773         4.08379         5.57000          25.3443    -0.0633000       279.440      -6.77780
25.344-0.063       3        717.027        45.9430       0.680107        10.2430       0.573045         1.00589         5.57000          25.3661    -0.0475000       279.436      -6.75120
25.367-0.048       1        127.928        1390.78       0.610038        22.1559        3.00796         1.00548         5.25000          25.3974    -0.0325000       279.437      -6.71660
25.373-0.205       2        1676.41        57866.6       0.684367        28.1311        5.61494        0.206963         4.05000          25.3985     -0.141200       279.535      -6.76550
25.394-0.361       1        168.145        1674.53       0.718844        21.8292        2.95977        0.396420         5.13000          25.3826     -0.376800       279.738      -6.88760
25.394-0.361       2        3360.17        795.319       0.799238        11.7619       0.778585        0.344642         5.13000          25.3903     -0.366200       279.733      -6.87590
25.394-0.361       3        42.1064        744.152       0.634430        25.3448        4.09461        0.741585         5.13000          25.3841     -0.347800       279.713      -6.87300
25.426-0.175       5        249.334        673.231       0.610797        16.6835        1.62405        0.600666         3.98000          25.5176     -0.205900       279.648      -6.68930
25.426-0.175       6        420.561        10156.1       0.695992        26.2101        4.50060        0.231983         3.98000          25.3951     0.0343000       279.376      -6.68790
25.439-0.528       1        111.587        131.174       0.583659        14.1618        1.14391        0.523817         3.69000          25.4409     -0.553300       279.923      -6.91670
25.527-0.314       1        282.012        2865.37       0.788840        21.1310        2.85397     6.51973e-05         5.17000          25.4950     -0.298700       279.720      -6.75190
25.563-0.019       1        162.669        247.740       0.679316        15.5894        1.39511        0.781501         5.18000          25.5606  -0.000800000       279.484      -6.55700
25.609+0.228       1        2615.68        1336.08       0.964405        12.6153        1.09090         3.10837         5.57000          25.6133      0.226100       279.306      -6.40590
25.674-0.123       1        2058.67        239.903       0.833825        11.5205       0.709092         4.43712         5.15000          25.6768     -0.121500       279.646      -6.50910
25.674-0.123       2        564.754        772.455       0.900592        15.1247        1.32844        0.305534         5.15000          25.7260     -0.189400       279.729      -6.49650
25.695+0.503       1        119.831        67.6563       0.503049        13.2139        1.01719       0.0369597         3.10000          25.6947      0.501600       279.097      -6.20710
25.72-0.487       1        14.6507        170.065       0.483552        22.6568        3.19851        0.556692         3.91000          25.7385     -0.494900       280.008      -6.62550
25.723+0.239       1        369.207        2622.05       0.735158        19.9765        2.37885         1.21392         5.82000          25.7143      0.185000       279.389      -6.33510
25.723+0.239       2        2654.35        11655.6       0.774295        17.9956        1.87371         1.77968         5.82000          25.7952      0.240900       279.376      -6.23750
25.778+0.802       1        312.574        104.443       0.573581        12.5194       0.873264        0.838358         3.28000          25.7775      0.815500       278.855      -5.98920
25.778+0.802       2        215.985        104.059       0.478855        12.8975       0.968035       0.0277720         3.28000          25.8076      0.854000       278.835      -5.94480
25.808+0.825       3        105.932        34.8667       0.509278        12.1266       0.887802        0.190849         3.27000          25.8234      0.837800       278.857      -5.93820
25.824-0.178       1        7877.61        18523.5       0.816021        16.6085        1.60346        0.703309         5.14000          25.8254     -0.177900       279.765      -6.40290
25.862+0.277       1        1117.17        718.076       0.930321        13.3924        1.03278        0.169984         5.32000          25.8527      0.279400       279.369      -6.16880
25.862+0.277       2        105.954        609.585       0.761864        19.8260        2.34251         1.13778         5.32000          25.8648      0.271000       279.382      -6.16200
25.862+0.277       3        10.1338        524.202       0.631117        35.4679        8.49551         3.87061         5.32000          25.8824      0.300800       279.363      -6.13260
25.924+0.534       1        134.325        10.8392       0.390488        10.3228       0.606007       0.0578072         3.03000          25.9225      0.536000       279.172      -5.98900
26.174+0.141       1        789.137        1280.13       0.843411        15.5684        1.43672       0.0720715         5.95000          26.1578      0.136900       279.637      -5.96320
26.291+0.134       1        1614.92        1597.50        1.03887        13.6258        1.32169         4.19479         6.03000          26.2859      0.144400       279.689      -5.84590
26.291+0.134       2        6404.45        2292.24       0.934190        12.5837       0.873298         1.38701         6.03000          26.3211      0.132500       279.716      -5.82010
26.432-0.662       1        401.432        767.526       0.685499        15.2502        1.49737        0.785336         3.92000          26.4755     -0.633400       280.472      -6.03360
26.507+0.716       1        117.476        514.250       0.528212        18.2356        1.97860        0.506382         3.19000          26.4307      0.724900       279.238      -5.45080
26.507+0.716       2        1078.54        1859.83       0.548485        15.5786        1.40691        0.454893         3.19000          26.4956      0.710200       279.281      -5.40000
26.532-0.103       1        95.7324        67.6461       0.700822        14.3224        1.12072         5.25054         5.56000          26.5407    -0.0871000       280.013      -5.72560
26.532-0.103       2        33.5943        239.629       0.802953        20.9002        2.63579         1.09803         5.56000          26.5554    -0.0937000       280.026      -5.71550
26.538-0.24       1        11.0718        53.5711      0.0927529        18.6867        2.00388         3.93420        0.750000          26.5269     -0.267400       280.168      -5.82040
26.555-0.259       2        2675.20        3843.33       0.701212        15.1962        1.31577        0.930086         5.67000          26.5429     -0.289900       280.196      -5.81640
26.57+0.101       1        84.5279        446.099       0.268841        18.9995        2.16729        0.484532         2.05000          26.5864     0.0945000       279.872      -5.60170
26.581+0.429       1        1120.98        16259.5       0.789064        22.5830        3.12731         1.20926         4.83000          26.5449      0.416700       279.565      -5.49080
26.581+0.429       2        257.538        590.915       0.771704        16.1230        1.54485        0.102258         4.83000          26.6248      0.424600       279.595      -5.41620
26.594-0.303       1        8811.06        4695.21       0.888474        12.9285       0.919717         1.75185         5.68000          26.5616     -0.305400       280.218      -5.80700
26.621-0.339       1        135.271        853.027       0.834032        20.4289        2.45084         3.11365         5.76000          26.6064     -0.351900       280.280      -5.78840
26.621-0.339       2        321.920        538.022        1.00726        15.7006        1.45614        0.122459         5.76000          26.6059     -0.340100       280.269      -5.78340
26.657+0.007       1        283.504        4972.67       0.662874        23.9768        3.63347        0.546794         5.36000          26.6468     0.0177000       279.969      -5.58320
26.689+0.036       1        1320.85        1479.37       0.812104        14.7519        1.24229        0.678979         5.02000          26.6864     0.0346000       279.972      -5.54030
26.851+0.18       1        606.946        138.779       0.636903        11.6529       0.801174       0.0317784         5.15000          26.8329      0.190100       279.900      -5.33880
26.851+0.18       2        1574.32        939.685       0.847599        13.4660        1.01710        0.898594         5.15000          26.8463      0.179700       279.916      -5.33170
26.931+0.176       1        44.3395        15.0394       0.232820        12.7494       0.889370         2.11034         1.59000          26.9309      0.178400       279.956      -5.25710
26.964-0.314       1        207.361        493.498       0.667365        16.7644        1.62480         1.00312         4.14000          26.9596     -0.307900       280.403      -5.45420
26.996-0.04       1        310.567        1452.92       0.700056        18.0003        2.03628       0.0550829         4.60000          27.0108    -0.0394000       280.187      -5.28580
27.016+0.204       1        2679.68        1256.58       0.807693        12.8068       0.951599       0.0409959         5.16000          27.0163      0.200200       279.976      -5.17120
27-0.297_70m       1        527.304        196.985       0.543952        13.1084       0.930199         4.35797         3.22000          26.9987     -0.299400       280.414      -5.41560
27.102-0.558       1        1802.43        78.9099       0.751578        10.4268       0.577728         3.86274         4.83000          27.0857     -0.562700       280.689      -5.45870
27.162-0.004       1        120.120        4494.66       0.901842        30.3765        6.14305        0.951602         5.53000          27.1743   -0.00820000       280.234      -5.12620
27.356-0.152       1        5977.27        23585.5       0.751951        18.1066        1.94607        0.536201         4.30000          27.3652     -0.166300       280.463      -5.02880
27.478+0.138       1        159.566        582.717       0.725216        18.1196        1.89435         2.15050         5.53000          27.4965      0.170900       280.223      -4.75770
27.493+0.172       1        307.306        5676.03       0.590140        24.2944        3.78223        0.280985         4.50000          27.4945      0.188400       280.206      -4.75150
27.525+0.198       1        834.701        5781.62       0.840674        19.6856        2.32497        0.758299         5.15000          27.5030      0.195900       280.203      -4.74050
27.538+0.231       1        259.821        902.280       0.921577        17.6344        1.91388     0.000145492         5.27000          27.5364      0.214900       280.202      -4.70220
27.538+0.231       2        179.135        237.597       0.679339        15.0339        1.28187         1.07416         5.27000          27.5173      0.263700       280.149      -4.69670
27.661+0.114       1        509.280        777.667       0.906596        15.3173        1.32596         1.44194         5.43000          27.6546     0.0981000       280.360      -4.65050
27.661+0.114       2        1210.48        1216.58       0.949557        13.8831        1.18588        0.244162         5.43000          27.6842     0.0946000       280.377      -4.62570
27.743+0.171       1        1260.88        214.950       0.907160        11.2868       0.736376      0.00658849         5.57000          27.7418      0.170400       280.336      -4.53990
27.751+0.057       1        1381.79        4069.79       0.674004        16.8924        1.65724        0.857493         5.45000          27.7572     0.0500000       280.450      -4.58130
27.792+0.059       1        1689.26        8346.26       0.882479        18.9637        2.12108         1.19080         5.47000          27.7836     0.0562000       280.457      -4.55500
27.9+0.04       1        83.7197        182.121       0.735755        15.9234        1.75923         2.58425         5.38000          27.8975     0.0444000       280.520      -4.45910
27.909-0.023       1        1946.74        10284.3       0.897363        18.9012        2.13589        0.580266         5.28000          27.9044    -0.0105000       280.572      -4.47810
27.909-0.023       2        233.122        2818.14       0.828087        22.4116        3.17960        0.152710         5.28000          27.9232    -0.0328000       280.600      -4.47150
27.916+0.222       1        49.5195        312.998       0.460195        19.2991        2.43149        0.307771         2.83000          27.8795      0.203600       280.369      -4.40230
27.916+0.222       2        201.407        343.789       0.431802        15.6979        1.41041        0.955260         2.83000          27.9248      0.192300       280.400      -4.36720
27.916+0.222       3        300.838        2863.23       0.450974        21.5788        2.82336         1.23685         2.83000          27.9352      0.205400       280.393      -4.35190
27.923-0.435       1        28.1780        15.2292       0.384259        12.7334        1.10009         2.74363         3.03000          27.9315     -0.436600       280.964      -4.64870
27.935-0.434       1        19.1792        133.025       0.461519        20.1904        2.44708        0.971676         3.01000          27.9476     -0.434900       280.970      -4.63360
27.956-0.467       1        364.413        584.159       0.488762        15.4703        1.38990        0.381545         3.05000          27.9676     -0.475000       281.015      -4.63410
27.956-0.467       3        78.9685        268.793       0.472267        18.0816        1.86855         3.38565         3.05000          27.9786     -0.466100       281.012      -4.62030
27.956-0.467       4        642.823        143.343       0.496129        11.6184       0.763802        0.220129         3.05000          27.9721     -0.422300       280.970      -4.60600
27.971+0.094       1        203.844        127.749       0.428625        13.8091        1.05020         2.40953         3.22000          27.9564      0.114100       280.484      -4.37480
27.971+0.094       2        523.891        5711.82       0.563089        22.0401        2.96587         1.12712         3.22000          27.9777     0.0781000       280.526      -4.37230
27.978-0.43       3        163.151        514.929       0.531612        17.4653        1.79731        0.552278         3.04000          28.0109     -0.426300       280.992      -4.57340
28.002+0.154       1        714.247        105.667       0.765883        11.1017       0.708611       0.0208221         4.55000          28.0010      0.153700       280.470      -4.31710
28.047-0.459       1        653.068        124.135       0.474566        11.6031       0.743434        0.916045         3.01000          28.0471     -0.456200       281.035      -4.55480
28.073+0.116       1        12.8314        41.1135       0.314805        17.0839        1.86422        0.329175         1.97000          28.0952     0.0992000       280.561      -4.25810
28.073+0.116       2        2.94226        37.5505       0.258350        24.0474        3.51130         4.36716         1.97000          28.1249      0.122000       280.555      -4.22140
28.111-0.448       1        86.3429        61.4123       0.519816        13.0734        1.22381         4.58777         3.09000          28.1049     -0.435100       281.043      -4.49380
28.147-0.006       1        1128.27        5121.88       0.645188        18.4064        2.03253        0.341580         4.49000          28.1468   -0.00420000       280.677      -4.25950
28.19-0.192       1        114.305        157.579       0.688953        14.4745        1.51050         4.42114         4.47000          28.1727     -0.190800       280.856      -4.32190
28.2-0.402       1        416.040        30.8496       0.584367        10.7776       0.623023         2.66110         4.39000          28.1819     -0.403500       281.049      -4.41090
28.2-0.402       2        31.1463        421.305       0.598730        23.7457        3.50665         1.11164         4.39000          28.1945     -0.368600       281.024      -4.38380
28.243+0.058       1        1208.90        3530.49       0.817259        16.7044        1.75626        0.190192         5.83000          28.2325     0.0397000       280.677      -4.16330
28.259+0.017       1        295.362        10264.0       0.707994        29.3720        5.70120        0.870241         4.37000          28.2450     0.0131000       280.707      -4.16430
28.259+0.017       2        819.014        4287.09       0.701216        18.9874        2.15408        0.631574         4.37000          28.2913    0.00800000       280.733      -4.12550
28.275-0.163       1        561.397        379.122       0.800915        13.5260        1.06344       0.0743024         4.58000          28.2996     -0.189800       280.913      -4.20850
28.277-0.352       1        517.356        5369.33       0.545602        21.0803        2.96975        0.371614         3.12000          28.3121     -0.395200       281.102      -4.29120
28.277-0.352       2        469.066        81.9289       0.503434        11.2207       0.724015       0.0236297         3.12000          28.4086     -0.439000       281.185      -4.22540
28.277-0.352       3        130.785        100.165       0.385852        14.0310        1.09893         1.43387         3.12000          28.3970     -0.304600       281.060      -4.17430
28.333+0.063       2        1491.96        1420.90       0.967044        13.9125        1.19083        0.240072         5.53000          28.3337    -0.0341000       280.790      -4.10700
28.333+0.063       3        2339.72        5651.42       0.832011        16.3491        1.59635       0.0760291         5.53000          28.3213    -0.0109000       280.763      -4.10750
28.333+0.063       4        3955.41        493.507       0.811982        10.5336       0.702805         1.23096         5.53000          28.3625     0.0525000       280.725      -4.04180
28.333+0.063       5        1734.58        6231.78       0.820344        17.3622        1.81546       0.0978992         5.53000          28.3375      0.119000       280.655      -4.03370
28.333+0.063       6        9441.22        19588.7       0.925956        16.1575        1.51991        0.499895         5.53000          28.3972     0.0803000       280.717      -3.99830
28.333+0.063       7        486.940        4051.96       0.801052        20.4888        2.52927        0.951035         5.53000          28.4520    0.00260000       280.811      -3.98510
28.333+0.063       8        352.451        3735.01       0.750370        21.9720        2.91175         1.92268         5.53000          28.4389     0.0338000       280.777      -3.98240
28.333+0.063       9        580.085        1347.54       0.895929        16.2282        1.56470        0.117166         5.53000          28.4193      0.141000       280.673      -3.95090
28.334+0.106       2        208.955        708.052       0.604565        17.6335        1.82513        0.746333         4.61000          28.3424      0.142300       280.636      -4.01870
28.436-0.124       1        1046.69        1792.56       0.858609        15.1343        1.31035        0.737160         5.40000          28.4330     -0.128500       280.919      -4.06180
28.508-0.138       1        764.735        1009.59       0.749745        14.8816        1.27484        0.457884         5.45000          28.5049     -0.139800       280.962      -4.00300
28.565-0.227       1        72.1279        948.637       0.758775        23.2702        3.37713        0.753501         4.85000          28.4946     -0.245700       281.052      -4.06060
28.565-0.227       2        2281.47        495.132       0.803082        11.3435       0.820629         1.27857         4.85000          28.5562     -0.226100       281.063      -3.99690
28.565-0.227       4        9371.66        136.877       0.848131        8.38939       0.398848       0.0243386         4.85000          28.5894     -0.229200       281.081      -3.96870
28.566-0.339       1        1477.46        1159.99       0.769648        13.9784        1.09319         1.26328         4.99000          28.5820     -0.340400       281.177      -4.02610
28.566-0.339       2        296.196        1262.30       0.872613        17.7831        1.92355       0.0491658         4.99000          28.5776     -0.332400       281.167      -4.02640
28.566-0.339       3        559.320        4553.87       0.872613        19.2359        2.82252         4.88653         4.99000          28.6048     -0.368500       281.212      -4.01870
28.566-0.339       4        327.462        6681.28       0.872613        25.7590        4.33140        0.215744         4.99000          28.6075     -0.359500       281.205      -4.01220
28.604+0.024       1        2105.11        26256.1       0.735707        22.5976        3.14266         1.02532         5.61000          28.6086     0.0186000       280.869      -3.83850
28.612-0.393       1        560.607        204.338       0.818746        11.5604       0.756537        0.205837         5.07000          28.5773     -0.367800       281.199      -4.04280
28.612-0.393       6        955.532        1141.70       0.822861        15.1228        1.27964         2.07914         5.07000          28.6784     -0.277400       281.164      -3.91160
28.612-0.393       7        1248.09        3678.00       0.795526        16.5328        1.80110         1.01155         5.07000          28.6874     -0.282500       281.173      -3.90590
28.714+0.143       1        300.245        5915.14       0.739614        25.1908        3.97153         1.66543         5.49000          28.6876      0.177100       280.763      -3.69580
28.724+0.239       1        1168.40        3466.06       0.766077        16.8471        1.80479        0.300476         4.46000          28.7884      0.238500       280.755      -3.57800
28.733+0.099       1        57.6519        703.666       0.807910        22.9963        3.17128         7.99226         4.62000          28.7009     0.0564000       280.877      -3.73910
28.733+0.099       2        223.691        767.169       0.807910        17.3359        1.94730        0.514079         4.62000          28.7632      0.103300       280.864      -3.66220
28.771+0.176       1        1802.55        1231.94       0.971468        13.6154        1.05835        0.366989         5.78000          28.7752      0.178300       280.803      -3.61720
28.778+0.197       2        306.833        3567.23       0.722236        21.1502        2.81133       0.0793413         5.84000          28.7942      0.171500       280.817      -3.60350
28.778+0.197       3        3670.72        11547.6       0.825720        16.9586        1.63989         2.08594         5.84000          28.8073      0.175400       280.820      -3.59000
28.792+0.141       1        549.357        345.879       0.605877        13.4198        1.03651        0.180596         4.62000          28.7579     0.0595000       280.901      -3.68690
28.792+0.141       5        1286.70        9773.12       0.745591        20.3822        2.55199        0.292836         4.62000          28.8101      0.169000       280.827      -3.59050
28.836+0.493       1        1390.15        2601.58       0.699565        15.9052        1.47476        0.395949         4.81000          28.8426      0.493800       280.552      -3.41310
28.849+0.051       1        3002.88        51278.8       0.943527        24.0194        3.67461        0.350932         5.55000          28.8626     0.0659000       280.943      -3.59090
28.935-0.573       1        148.416        923.011       0.683274        19.2256        2.27877       0.0649841         4.47000          28.9657     -0.595000       281.579      -3.80090
28.961-0.644       1        85.1458        1054.10       0.578827        21.2412        3.66879         6.97966         3.31000          28.9693     -0.623400       281.606      -3.81070
28.961-0.644       2        518.472        258.626       0.500421        12.9016       0.951662        0.215185         3.31000          28.9927     -0.645100       281.636      -3.79980
28.962-0.735       1        407.601        88.7598       0.582325        11.8139       0.777973        0.616973         3.33000          28.9636     -0.736900       281.705      -3.86760
28.986+0.024       1        538.768        243.792       0.949557        13.3853       0.977765         3.11640         5.43000          29.0008     0.0260000       281.042      -3.48620
29.01-0.605       4        400.030        1205.89       0.471949        17.2974        1.77103        0.377850         3.16000          28.9841     -0.620500       281.609      -3.79620
29.028-0.578       1        76.4419        121.607       0.563089        15.2689        1.36535        0.180564         3.22000          29.0127     -0.604100       281.609      -3.76330
29.103-0.61       1        272.858        33.7592       0.476171        11.5317       0.712076         3.83331         3.09000          29.0907     -0.602500       281.643      -3.69310
29.111+0.103       1        173.634        3312.18       0.631956        25.6144        4.07756         2.85467         5.11000          29.1174     0.0894000       281.038      -3.35350
29.119+0.026       1        1707.21        703.891       0.853696        12.6618       0.919055        0.145908         5.37000          29.1197     0.0291000       281.093      -3.37900
29.229+0.023       1        3106.93        392.373       0.816647        11.0772       0.682706        0.512226         5.25000          29.2273     0.0232000       281.148      -3.28600
29.24-0.673       1        530.739        2518.66       0.411938        18.5107        2.04721        0.472831         4.71000          29.2470     -0.693100       281.795      -3.59540
29.411-0.645       1        1759.24        101.687       0.649045        9.90259       0.563969      0.00101273         3.77000          29.4095     -0.645000       281.827      -3.42890
29.559+0.183       1        247.299        77.9759       0.425898        12.1429       0.880004       0.0814232         2.51000          29.5561      0.183200       281.156      -2.92050
29.579-0.607       1        2124.35        1781.40       0.672330        14.0653        1.11810        0.809850         4.40000          29.5905     -0.613800       281.882      -3.25360
29.579-0.607       2        1510.55        2140.96       0.733732        15.2513        1.32449        0.984870         4.40000          29.6032     -0.624500       281.897      -3.24720
29.623+0.255       1        1315.26        220.395       0.779931        11.5104       0.731816        0.874359         4.46000          29.6243      0.249900       281.127      -2.82930
29.769+0.219       1        178.563        2769.02       0.618991        23.6184        3.49981        0.666984         4.72000          29.7708      0.215900       281.225      -2.71450
29.814-0.034       1        1035.11        333.344       0.904265        11.9779       0.899050        0.798033         5.69000          29.8018    -0.0321000       281.460      -2.80010
29.844-0.009       1        2723.07        10327.4       0.774269        17.3034        1.70184         2.89765         5.38000          29.8624    -0.0439000       281.498      -2.75160
29.844-0.009       2        2903.09        15144.4       0.890979        18.2026        2.01229        0.103986         5.38000          29.9319    -0.0634000       281.547      -2.69870
29.844-0.009       3        338.166        3704.53       0.663427        22.4644        3.08515         1.31444         5.38000          29.9612    -0.0674000       281.564      -2.67450
29.844-0.009       4        7001.03        3202.51       0.774903        13.0690       0.947280         1.29497         5.38000          29.9782    -0.0473000       281.554      -2.65020
29.9-0.801       1        461.173        1534.22       0.772667        17.2307        1.82493      0.00107190         4.78000          29.9087     -0.802800       282.195      -3.05660
29.959-0.054       5        1540.43        26727.2       0.984531        23.8825        3.78175       0.0107497         5.63000          30.0190    -0.0445000       281.570      -2.61260
29.962-0.789       1        1303.23        7201.48       0.783798        19.0711        2.17967        0.562556         4.81000          29.8877     -0.781500       282.167      -3.06560
29.962-0.789       3        566.646        2018.12       0.841136        17.5870        1.76921         2.46875         4.81000          29.9515     -0.786300       282.200      -3.01100
30.008-0.121       1        620.774        1370.33       0.752679        16.1926        1.53096        0.430455         5.51000          29.9979     -0.142900       281.648      -2.67630
30.062+0.108       1        462.276        6104.49       0.925855        22.2589        3.23676       0.0187959         5.82000          30.0232      0.107500       281.436      -2.53940
30.172-0.157       1        220.101        3664.76       0.513469        23.6807        3.53361        0.544262         4.16000          30.1983     -0.169100       281.763      -2.50990
30.172-0.157       2        1696.16        6966.22       0.700236        18.2490        1.97595        0.598136         4.16000          30.2142     -0.184600       281.784      -2.50280
30.172-0.157       3        619.495        5206.77       0.687976        20.1042        2.47803        0.271293         4.16000          30.2240     -0.180100       281.784      -2.49200
30.196-0.12       1        586.054        366.449       0.956760        13.1709        1.10322        0.913589         6.14000          30.2011     -0.119700       281.720      -2.48480
30.283+0.058       1        884.829        4810.44       0.720966        18.7335        2.18331     0.000684963         4.82000          30.2962     0.0554000       281.608      -2.32030
30.289-0.199       1        664.097        4557.16       0.923326        20.2895        2.50063        0.554153         5.28000          30.3003     -0.203200       281.840      -2.43460
30.303-0.285       1        259.511        293.525       0.702591        14.4215        1.29733        0.365177         4.30000          30.2987     -0.290300       281.917      -2.47590
30.313+0.11       1        329.470        391.702       0.612191        15.0961        1.26603         2.88522         5.30000          30.3329      0.117100       281.569      -2.25950
30.35+0.393       1        1445.32        2216.77       0.806008        15.2757        1.33782        0.709920         5.22000          30.3477      0.391900       281.332      -2.12090
30.43-0.38       1        2013.64        1210.94       0.947523        13.1989        1.01466       0.0375288         6.21000          30.4380     -0.380100       282.060      -2.39280
30.43-0.38       2        952.849        494.935       0.911290        13.0317       0.956656        0.593898         6.21000          30.4384     -0.369000       282.051      -2.38740
30.43-0.38       3        78.5015        500.644       0.636297        19.6493        2.33455        0.483867         6.21000          30.4462     -0.358800       282.045      -2.37580
30.438-0.1       1        182.506        408.033       0.660485        16.5079        1.54216         2.37762         5.01000          30.4213     -0.109700       281.808      -2.28410
30.438-0.1       2        962.546        690.760       0.762197        13.6234        1.06638        0.238005         5.01000          30.4316     -0.119500       281.825      -2.27970
30.492+0.958       1        250.167        9.08296       0.479455        9.25277       0.498397       0.0341833         3.21000          30.4953      0.972900       280.882      -1.72420
30.518-0.29       1        8.15509        68.4675       0.171294        21.4824        2.78896         1.37474         1.12000          30.5095     -0.303600       282.025      -2.29430
30.518-0.29       2        14.8670        155.236       0.121007        21.2418        2.85685       0.0306947         1.12000          30.5318     -0.259100       281.995      -2.25420
30.601-0.683       1        3.35782        3.28834       0.111845        14.2264        1.15657        0.486168        0.710000          30.5528     -0.670200       282.371      -2.42290
30.601-0.683       2        1.78698        5.17113       0.124159        17.0747        1.76243       0.0401586        0.710000          30.5416     -0.535000       282.245      -2.37100
30.601-0.683       3       0.831132        12.5043       0.115880        24.6341        4.03716      0.00147732        0.710000          30.5690     -0.558200       282.279      -2.35740
30.601-0.683       4        2.16299        5.24338       0.103448        16.5883        1.65102       0.0576392        0.710000          30.6946     -0.735900       282.494      -2.32670
30.623+0.552       1        1074.65        364.925       0.774482        12.6007       0.879412         1.14791         4.79000          30.6245      0.545300       281.322      -1.80460
30.663-0.121       1        241.910        2055.81       0.667204        21.1049        2.65654         2.09153         4.91000          30.6415     -0.116000       281.918      -2.09130
30.692-0.147       1        2111.23        916.719       0.773912        13.0404       0.945664         1.13165         5.14000          30.6936     -0.148800       281.971      -2.05980
30.748+0.105       1        337.479        479.460       0.628785        15.0692        1.41645        0.279524         4.37000          30.7546      0.111200       281.767      -1.88690
30.748+0.105       2        245.578        322.259       0.627883        15.2593        1.33044        0.835576         4.37000          30.7748     0.0780000       281.806      -1.88410
30.762-0.015       1        7867.24        37632.9        1.03350        18.2449        2.11129        0.105512         5.91000          30.7203    -0.0826000       281.924      -2.00590
30.762-0.015       2        15584.2        57098.9       0.937807        16.1854        1.53683        0.316949         5.91000          30.7529    -0.0507000       281.911      -1.96230
30.762-0.015       3        844.134        28792.7       0.774369        29.0985        5.41369         3.92361         5.91000          30.7676    -0.0452000       281.912      -1.94680
30.762-0.015       4        18168.0        21103.1       0.976632        14.3353        1.12630         4.05861         5.91000          30.7843    -0.0220000       281.899      -1.92130
30.77-0.805       1        482.852        2155.25       0.591979        18.4639        2.02885        0.575794         4.57000          30.7703     -0.804300       282.590      -2.29050
30.784+0.206       1        1226.29        8412.18       0.643798        19.8138        2.41031        0.191221         4.37000          30.7581      0.204800       281.685      -1.84110
30.784+0.206       2        2155.76        7176.64       0.582255        17.5137        1.79232        0.878063         4.37000          30.7882      0.203300       281.701      -1.81500
30.784+0.206       3        232.835        2877.72       0.740192        22.5984        3.38351       0.0811756         4.37000          30.7799      0.230000       281.673      -1.81020
30.807-0.031       1        1666.15        3456.19       0.801987        16.0525        1.54143       0.0398016         5.26000          30.4638     0.0328000       281.704      -2.18150
30.807-0.031       2        567.637        19160.0       0.741758        28.8738        5.44266         1.25621         5.26000          30.5350     0.0209000       281.747      -2.12360
30.807-0.031       3        4945.91        7475.39       0.890728        15.4339        1.37860        0.460501         5.26000          30.6522     -0.203800       282.001      -2.12180
30.807-0.031       4        913.774        14597.3       0.834524        24.5303        3.79335        0.853392         5.26000          30.6871     -0.261900       282.069      -2.11730
30.807-0.031       5        3779.80        35593.2       0.889492        21.3995        2.79143        0.871265         5.26000          30.5890    -0.0428000       281.829      -2.10460
30.807-0.031       6        12841.9        2347.44       0.460042        11.6431       0.745424         1.13246         5.26000          30.6936    -0.0606000       281.892      -2.01970
30.807-0.031       8        11062.6        8664.96       0.877945        13.7229        1.11519     7.24271e-05         5.26000          30.6040      0.176100       281.641      -1.99140
30.807-0.031       9        11829.8        26639.8       0.919828        16.2954        1.62819       0.0189666         5.26000          30.7440    -0.0585000       281.914      -1.97380
30.807-0.031      10        387.600        7057.30       0.704517        24.5875        3.84108        0.580929         5.26000          30.7189    -0.0155000       281.864      -1.97650
30.807-0.031      11        2715.49        21516.6       0.802280        19.6708        2.52362        0.241860         5.26000          30.7432    -0.0457000       281.902      -1.96870
30.807-0.031      13        1474.89        1861.45       0.738173        15.0107        1.30574        0.326548         5.26000          30.8228     -0.154300       282.035      -1.94740
30.807-0.031      15        884.202        9862.98       0.694963        20.9188        2.65805        0.799921         5.26000          30.7460   -0.00300000       281.865      -1.94670
