-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    map        source        mass        luminosity      radius      temperature      err_temp         chisq          distance             glon            glat              ra               dec     
48.627-0.699       3        130.809        371.224       0.970541        16.8216        1.86621        0.966263         5.55000          48.6206     -0.680800       290.776       13.6050
48.627-0.699       4        446.421        548.037       0.686372        15.1300        1.29288         1.36440         5.55000          48.6551     -0.728400       290.836       13.6129
48.629+0.214       1        24.6380        176.554       0.159118        19.9366        2.43636        0.241111        0.990000          48.6347      0.231100       289.954       14.0465
48.631-0.459       2        19.1524        25.8477       0.350432        15.3631        1.33605         1.36842         2.27000          48.6444     -0.458200       290.586       13.7309
48.641-0.757       2        125.260        305.957       0.970541        16.9452        1.65892         1.13405         5.55000          48.6799     -0.750700       290.868       13.6242
48.662-0.298       1        78.1804        45.4107       0.426413        12.8449        1.06235         1.25132         2.58000          48.6523     -0.314800       290.459       13.8055
48.662-0.298       2        146.391        169.086       0.357639        14.7168        1.26031        0.195990         2.58000          48.6716     -0.304300       290.459       13.8276
48.73-0.385       1        90.5864        186.757       0.398219        16.2962        1.51101         1.67440         3.22000          48.7226     -0.380200       290.553       13.8367
48.767-0.323       2        707.034        3500.25        1.75840        18.6932        2.14221       0.0641032         11.1000          48.7826     -0.256800       290.470       13.9478
48.779-0.151       1        562.552        205.315       0.836052        12.3523       0.912657       0.0863200         5.53000          48.7754     -0.150500       290.370       13.9914
48.794-0.616       1        33.2043        74.6218       0.563089        16.5584        1.58498        0.906993         3.22000          48.8115     -0.632300       290.825       13.7962
48.809-0.2       2       0.705414        30.4659       0.157062        34.1089        7.79699         3.20974         1.27000          48.7978     -0.250600       290.472       13.9641
48.836+0.15       1        1146.31        274.803       0.722223        11.7886       0.801256       0.0307939         4.13000          48.8364      0.152300       290.124       14.1877
48.852-0.527       1        107.488        362.969       0.625380        17.3206        1.82113       0.0305569         4.78000          48.6858     -0.581000       290.717       13.7096
48.852-0.527       2        150.162        112.966       0.665448        13.9411        1.10453        0.571520         4.78000          48.6817     -0.563000       290.699       13.7145
48.852-0.527       3        112.744        434.069       0.790021        18.0093        1.99952      0.00217305         4.78000          48.7463     -0.520600       290.692       13.7914
48.852-0.527       4        122.679        3145.57       0.818088        27.1813        4.72098         1.60207         4.78000          48.8460     -0.542700       290.760       13.8689
48.852-0.527       5        938.780        198.430       0.714712        11.8687       0.771412         1.47527         4.78000          48.8442     -0.486200       290.708       13.8940
48.852-0.527       6        130.541        4283.18       0.835890        30.3392        6.13044        0.917552         4.78000          48.8767     -0.514100       290.749       13.9095
48.852-0.527       7        140.747        3445.79       0.829492        27.3362        4.92646        0.328605         4.78000          48.8737     -0.508000       290.742       13.9096
48.862-0.241       1        377.879        321.451       0.683898        14.2032        1.13373         1.13089         5.53000          48.8291     -0.246300       290.483       13.9937
48.901-0.271       1        864.686        3382.74       0.892140        17.3367        2.03080         1.41813         5.52000          48.8808     -0.276400       290.535       14.0252
48.901-0.271       2        1101.48        6903.79       0.837629        18.7293        2.54893         3.19723         5.52000          48.8908     -0.283100       290.546       14.0308
48.901-0.271       3        3562.06        1738.50       0.838246        12.9962       0.974943       0.0974734         5.52000          48.8915     -0.266200       290.531       14.0394
48.901-0.271       4        1493.15        23572.2       0.965295        23.6808        3.76371       0.0937098         5.52000          48.9136     -0.290000       290.564       14.0477
48.901-0.271       5        1811.01        26802.5       0.965295        23.5457        3.55687        0.133999         5.52000          48.9126     -0.279600       290.554       14.0517
48.901-0.271       6        581.021        16880.1       0.965295        28.2528        5.32123        0.280031         5.52000          48.9207     -0.279400       290.557       14.0590
48.901-0.271       8        709.349        8987.96       0.682661        21.8749        2.90644         1.32365         5.52000          48.9311     -0.280100       290.563       14.0678
48.952-0.623       1        4.02163        14.5275       0.395453        18.0238        1.86310         2.73069         3.22000          48.9218     -0.616800       290.865       13.9007
48.953-0.28       4        2407.70        6163.25       0.904220        16.1761        1.62867        0.129933         5.52000          48.9530     -0.285100       290.578       14.0847
48.953-0.28       5        8137.98        33669.1       0.850332        18.0550        1.93426        0.530679         5.52000          48.9908     -0.299000       290.609       14.1115
48.953-0.28       6        353.011        2963.91       0.682661        20.7740        2.63571        0.549051         5.52000          49.0273     -0.339100       290.664       14.1248
48.98-0.513       1        122.230        146.717       0.539756        14.8300        1.24512         1.06278         3.78000          48.9902     -0.511900       290.802       14.0106
48.981-0.368       1        1483.14        8156.28       0.915576        18.7042        2.19393      0.00948318         5.52000          48.9973     -0.317700       290.629       14.1085
49.001-0.206       1        76.0638        338.613       0.416560        18.5647        2.01970         1.31406         3.22000          48.9834     -0.256400       290.567       14.1251
49.023-0.417       3        1409.54        2031.34       0.864493        15.1168        1.37777      0.00413123         5.52000          48.8971     -0.415900       290.670       13.9738
49.023-0.417       7        1119.15        3993.06       0.836240        17.8441        1.97186      0.00226210         5.52000          49.0642     -0.358400       290.699       14.1482
49.023-0.417       8        577.907        1271.20       0.735488        15.4070        1.52229        0.678167         5.52000          49.0549     -0.338800       290.677       14.1492
49.023-0.417       9        198.963        4906.36       0.821279        25.1370        4.10238        0.201122         5.52000          49.0876     -0.381200       290.731       14.1581
49.023-0.417      10        1956.03        3100.37       0.738467        15.7158        1.41514        0.915355         5.52000          49.0725     -0.327200       290.675       14.1703
49.023-0.417      11        686.971        2723.62       0.832525        17.6586        1.91442      0.00284686         5.52000          49.0721     -0.282900       290.634       14.1908
49.023-0.417      12        1851.60        1647.00       0.773994        13.9192        1.15532      0.00459539         5.52000          49.1215     -0.329400       290.701       14.2124
49.023-0.417      13        721.182        6540.13       0.773159        21.1392        2.93794        0.152908         5.52000          49.1509     -0.365800       290.748       14.2211
49.023-0.417      14        2246.71        3251.89       0.877689        15.2046        1.39524      0.00443248         5.52000          49.0987     -0.254500       290.621       14.2276
49.056-0.249       1        833.527        2548.12       0.824487        17.2169        1.85875        0.100396         5.51000          49.0361     -0.300400       290.633       14.1508
49.056-0.249       3        89.7115        710.930       0.681425        20.6797        2.57038         1.18042         5.51000          49.0869     -0.285200       290.643       14.2028
49.056-0.249       4        99.0684        1112.84       0.681425        21.3168        3.09397        0.649258         5.51000          49.1030     -0.285600       290.652       14.2168
49.056-0.249       6        389.918        442.102       0.703358        14.7958        1.23810         1.09842         5.51000          49.1348     -0.245400       290.631       14.2638
49.056-0.249       7        344.250        651.942       0.856339        16.3186        1.48883         4.10266         5.51000          49.1303     -0.235200       290.619       14.2646
49.07-0.328       5        1798.09        2281.98       0.786175        15.2867        1.32319         1.30294         5.50000          49.0739     -0.353500       290.699       14.1591
49.07-0.565       1        170.692        48.0274       0.680188        12.2724       0.813681         3.21135         5.50000          49.0759     -0.604200       290.928       14.0425
49.07-0.565       2        53.7346        396.804       0.834595        20.3492        2.53820        0.331603         5.50000          49.0755     -0.585100       290.911       14.0512
49.113-0.299       2        600.055        791.676       0.704087        14.8137        1.22389         2.09701         5.50000          49.1158     -0.296700       290.668       14.2228
49.124-0.215       2        1556.56        7700.06       0.961798        19.2257        2.17140         1.63520         5.50000          49.1723     -0.208600       290.615       14.3142
49.179-0.321       1        1599.60        11705.6       0.678951        19.4594        2.29685        0.350670         5.49000          49.1920     -0.337000       290.742       14.2710
49.182-0.497       1        8.91094        22.4632       0.468128        16.0285        1.48625        0.660206         3.22000          49.1598     -0.498600       290.873       14.1663
49.189-0.367      12        7118.49        33570.2       0.898949        18.8597        2.12113        0.650105         5.50000          49.2669     -0.336900       290.778       14.3371
49.212-0.332       3        11583.4        52611.4       0.874683        17.9118        1.84812         2.09036         5.48000          49.3698     -0.301500       290.796       14.4445
49.212-0.332       4        5866.93        8016.15       0.839634        14.6910        1.24904        0.289632         5.48000          49.3901     -0.325400       290.828       14.4511
49.212-0.332       5        3281.39        23239.8       0.958300        19.9801        2.37297         1.38766         5.48000          49.3943     -0.308500       290.815       14.4627
49.212-0.332       6        1054.12        10146.8       0.842056        20.5068        2.52556         1.12111         5.48000          49.3950     -0.294600       290.802       14.4700
49.212-0.332       7        541.628        2148.71       0.744659        18.3940        1.97121         1.57835         5.48000          49.3917     -0.235500       290.747       14.4949
49.212-0.332       8        5839.43        11131.6       0.479283        15.0736        1.31987        0.289204         5.48000          49.4582     -0.352000       290.885       14.4985
49.282-0.209       1        1319.50        205.423       0.958300        11.3873       0.717006        0.794683         5.48000          49.2946     -0.191000       290.659       14.4303
49.305-0.056       1        455.824        3661.37       0.481078        20.4078        2.52241        0.698120         3.89000          49.2884    -0.0563000       290.533       14.4884
49.387-0.405       1        1116.67        653.587       0.956551        14.5351        1.15917         8.90757         5.47000          49.4066     -0.371100       290.878       14.4441
49.398-0.576       1        188.304        71.9465       0.422278        12.8084       0.912663         1.01315         3.22000          49.4459     -0.593200       291.099       14.3736
49.417-0.025       1        147.213        1157.47       0.935280        20.5890        2.57803        0.621543         5.46000          49.4388    -0.0372000       290.589       14.6300
49.433-0.22       1        1659.95        836.289       0.562250        13.1896       0.986638        0.436977         4.32000          49.4033     -0.212300       290.731       14.5161
49.433-0.22       2        79.7877        731.097       0.607950        21.5060        2.92930       0.0468324         4.32000          49.4445     -0.259400       290.793       14.5309
49.433-0.22       3        346.277        571.768       0.585006        15.5793        1.40400        0.515728         4.32000          49.4788     -0.237300       290.791       14.5709
49.442-0.535       1        541.198        670.362       0.954803        15.2403        1.31123         1.46326         5.46000          49.4605     -0.551100       291.068       14.4064
49.445-0.504       1        89.8325        2501.63       0.954803        26.5489        6.07504         7.26346         5.46000          49.4158     -0.489600       290.990       14.3961
49.478-0.37       5        1251.06        2901.75       0.692675        16.6458        1.56514         2.78970         4.21000          49.4603     -0.431300       290.958       14.4629
49.478-0.37       6        5310.38        8428.74       0.736212        14.9480        1.37574        0.141932         4.21000          49.4968     -0.420100       290.966       14.5003
49.478-0.37       7        2714.51        2347.93       0.368208        13.8610        1.09219        0.539717         4.21000          49.5152     -0.385200       290.943       14.5331
49.478-0.41       4        1735.21        12954.2       0.899637        20.4092        2.51156        0.877161         5.45000          49.6684     -0.454400       291.081       14.6353
49.478-0.41       5        1649.81        5213.55       0.826093        17.3404        1.78787        0.288676         5.45000          49.5996     -0.249100       290.861       14.6718
49.541-0.511       1        48.1172        360.446       0.563089        19.9369        2.69033        0.824243         3.22000          49.5248     -0.466200       291.022       14.5032
49.541-0.511       2        44.6319        244.879       0.517451        19.2735        2.25772        0.265531         3.22000          49.5679     -0.482100       291.057       14.5337
49.55-0.542       2        535.909        2117.63       0.959441        17.5404        2.02223        0.740574         10.9700          49.5272     -0.467000       291.024       14.5049
49.576-0.476       2        9.75962        58.8099       0.488527        17.3152        2.27849         5.56497         3.22000          49.5815     -0.454700       291.039       14.5587
49.637-0.483       1        46.2558        504.311       0.672768        22.4429        3.02689         2.92142         5.44000          49.6145     -0.459300       291.059       14.5855
49.675-0.157       1        22.0401        192.985       0.516479        18.8223        2.59025         3.38310         3.62000          49.7276     -0.173100       290.854       14.8205
49.686-0.009       1        830.699        4529.48       0.671118        18.8964        2.15092        0.369726         3.99000          49.7230    -0.0140000       290.707       14.8916
49.732-0.471       1        234.888        201.753       0.717250        14.3344        1.16227        0.880920         5.43000          49.7242     -0.507300       291.157       14.6594
49.774+0.066       1        395.680        64.5617       0.607882        11.5170       0.725435         1.38889         3.93000          49.7703     0.0650000       290.658       14.9706
49.807+0.365       1        280.450        3487.02       0.563089        22.6841        3.23893        0.301152         3.22000          49.8318      0.368400       290.410       15.1678
49.972-0.146       1        684.443        1463.92       0.619347        15.8756        1.56035        0.108526         3.87000          49.9843     -0.137600       290.947       15.0635
50.009-0.27       1        44.3206        10.7916       0.367646        11.7511       0.801346      0.00507422         3.51000          50.0115     -0.268400       291.080       15.0256
50.009-0.27       2        114.691        404.156       0.583620        16.3817        1.92248         3.52545         3.51000          50.0314     -0.282500       291.102       15.0364
50.009-0.27       3        41.4258        419.397       0.519217        20.7062        2.63219        0.384932         3.51000          50.0309     -0.267300       291.088       15.0432
50.034+0.603       1       0.368798        1.79574      0.0176199        18.4014        2.14079       0.0668055        0.120000          50.0345      0.581300       290.314       15.4468
50.04+0.548       2        7.24227        53.0335      0.0890621        20.2295        2.55292       0.0571697        0.610000          50.0708      0.557800       290.354       15.4677
50.057-0.632       1        121.626        162.896       0.540355        14.8408        1.30927       0.0117204         3.09000          50.0347     -0.657700       291.446       14.8614
50.057-0.632       2        9.01927        437.643       0.382142        33.4792        7.71964        0.659233         3.09000          50.0488     -0.654500       291.450       14.8753
50.066+0.057       1        697.758        306.289       0.706856        12.2247       0.953561         1.14897         5.39000          50.0429     0.0683000       290.788       15.2125
50.159-0.684       1        28.3928        357.475       0.525039        23.2620        3.48460       0.0630935         3.22000          50.1209     -0.698800       291.526       14.9178
50.159-0.684       2        7.13848        43.3372       0.398219        19.5778        2.26484         1.49172         3.22000          50.1659     -0.707200       291.555       14.9534
50.159-0.684       3        5.70821        77.9388       0.487446        23.7763        3.69077       0.0132015         3.22000          50.1818     -0.659100       291.520       14.9902
50.223-0.627       1        821.412        3686.54       0.592817        18.1510        1.97594        0.289001         3.39000          50.2212     -0.606200       291.491       15.0500
50.257-0.503       1        25.4419        200.363       0.503822        20.7367        2.56614         1.69313         3.40000          50.2437     -0.495700       291.401       15.1223
50.257-0.503       2        137.726        153.024       0.552973        14.4686        1.22092        0.130722         3.40000          50.2723     -0.501900       291.421       15.1445
50.827+0.186       1        436.850        583.514        1.87463        15.2370        1.32076         1.02340         10.7200          50.8191      0.169900       291.076       15.9444
50.856+0.017       1        248.345        424.093       0.926823        15.5181        1.44932     0.000423793         5.30000          50.8355     0.0605000       291.184       15.9071
50.892+0.223       1        1494.25        878.155        1.39666        13.1435        1.00923       0.0190616         10.6500          50.8169      0.241800       291.009       15.9765
50.892+0.223       2        1942.36        6414.42        1.67510        17.6544        1.82370        0.884675         10.6500          50.9244      0.238900       291.064       16.0699
50.892+0.223       3        154.622        2207.62        1.31709        24.1770        3.59730         2.23669         10.6500          50.9463      0.236100       291.078       16.0878
50.892+0.223       4        364.894        2756.59        1.50785        20.5085        2.62333       0.0858196         10.6500          50.9663      0.209000       291.109       16.0927
50.892+0.223       5        927.981        4116.90        1.59421        18.6445        2.10072        0.245168         10.6500          50.9840      0.210700       291.120       16.1090
50.892+0.223       6        720.711        1585.20        1.45250        16.7114        1.59527         1.70641         10.6500          50.9930      0.202500       291.132       16.1130
50.913-0.726       1        250.237        136.066       0.423589        12.9050       0.978720     0.000288865         3.23000          50.9164     -0.721800       291.939       15.6063
51.032+0.273       3        437.770        2520.45        1.63442        19.5147        2.26744         1.01041         10.6500          50.9580      0.236100       291.084       16.0981
51.032+0.273       4        67.1870        1138.30        1.52358        25.6612        4.06800         4.16659         10.6500          50.9473      0.263400       291.053       16.1016
51.032+0.273       7        219.461        1816.45        1.86239        20.7072        2.69155       0.0492959         10.6500          50.9899      0.251000       291.086       16.1333
51.032+0.273       8        717.034        5049.99        1.86239        19.8347        2.58499        0.318247         10.6500          51.0053      0.236800       291.106       16.1402
51.032+0.273       9        635.912        4081.51        1.55637        20.3437        2.48889        0.964978         10.6500          51.0317      0.233000       291.123       16.1615
51.032+0.273      10        158.973        3955.08        1.86239        25.9612        5.94126         9.03463         10.6500          51.0333      0.244700       291.113       16.1685
51.048+0.198       7        24.1327        44.9858       0.470002        15.5367        1.59038         1.23545         3.22000          51.0675      0.124600       291.240       16.1417
51.048+0.198      10        72.8370        235.198       0.518638        17.6225        1.84277        0.402141         3.22000          51.0695      0.203100       291.169       16.1807
51.048+0.198      11        6.34622        383.734       0.424399        37.2943        9.74824         1.22692         3.22000          51.1092      0.191400       291.199       16.2101
51.079+0.241       4        28.5937        119.375       0.563089        18.7025        2.03298         2.05612         3.22000          51.0855      0.224200       291.157       16.2048
51.738+0.575       1        47.1680        130.577       0.506027        17.2040        1.74402        0.469438         3.22000          51.7462      0.542000       291.192       16.9372
51.738+0.575       2        14.6897        32.8358       0.347084        16.1076        1.58012      0.00453783         3.22000          51.7589      0.527600       291.211       16.9416
51.738+0.575       3        31.5809        85.8885       0.468049        16.8785        1.72994      0.00924663         3.22000          51.7714      0.539000       291.207       16.9580
51.738+0.575       4        11.3898        18.1198       0.563089        15.5603        1.36158         2.02127         3.22000          51.7839      0.530100       291.221       16.9648
51.752+0.759       1        2.15936       0.832794      0.0340969        12.5337       0.902330        0.109340        0.260000          51.7621      0.759900       290.999       17.0544
51.784+0.783       1        1.87744        2.53811      0.0699489        14.7266        1.26175        0.200691        0.400000          51.7769      0.756000       291.010       17.0656
51.803+0.667       1        27.5861        78.9298       0.563089        17.4768        1.74787         2.28599         3.22000          51.7854      0.665800       291.097       17.0304
51.803+0.667       2        38.8938        157.885       0.496204        18.4402        2.03686        0.385967         3.22000          51.7847      0.686900       291.078       17.0397
51.803+0.667       3        15.1369        88.7154       0.455084        19.5761        2.32795        0.345304         3.22000          51.7792      0.704300       291.059       17.0431
51.803+0.667       4        144.987        43.7918       0.501228        12.6191       0.859035         4.14178         3.22000          51.9704      0.697300       291.160       17.2082
51.814+0.418       1        434.935        285.134       0.774853        13.4256        1.02915        0.326690         5.20000          51.7584      0.363500       291.362       16.8633
51.814+0.418       2        84.5519        823.055       0.814940        22.5158        3.09602         1.41604         5.20000          51.7618      0.416300       291.315       16.8914
51.814+0.418       3        36.9973        60.7021       0.558851        15.3360        1.43262       0.0324792         5.20000          51.8192      0.361200       291.394       16.9157
51.814+0.418       4        49.8328        283.145       0.830544        19.3169        2.20311         1.35760         5.20000          51.7904      0.418100       291.328       16.9174
51.814+0.418       7        27.7226        121.123       0.668946        18.4639        2.06797        0.153745         5.20000          51.8297      0.419100       291.346       16.9524
51.814+0.418       8        65.0325        114.941       0.739272        15.5087        1.39999        0.338059         5.20000          51.8479      0.387900       291.384       16.9537
51.814+0.418       9        35.5880        274.647       0.765476        20.5841        2.58186        0.555878         5.20000          51.8197      0.441500       291.321       16.9543
51.814+0.418      10        73.3905        524.588       0.821105        20.8449        2.67492        0.355250         5.20000          51.8032      0.497500       291.261       16.9663
51.814+0.418      11        160.118        293.008       0.798170        16.1398        1.45675         3.58867         5.20000          51.8514      0.412300       291.363       16.9683
51.814+0.418      12        24.3395        280.112       0.674067        22.4718        3.34240       0.0839666         5.20000          51.8491      0.430600       291.345       16.9750
51.814+0.418      13        63.5288        408.889       0.866212        19.8583        2.41766        0.222988         5.20000          51.8415      0.442600       291.331       16.9740
51.814+0.418      14        241.484        997.996       0.817608        18.1422        1.91013         1.66613         5.20000          51.8261      0.475700       291.293       16.9761
51.814+0.418      15        96.7688        166.264       0.868195        15.3510        1.40617       0.0160920         5.20000          51.8881      0.374300       291.417       16.9825
51.814+0.418      16        12.3126        76.5925       0.497764        19.3271        2.32175       0.0195535         5.20000          51.8720      0.434200       291.353       16.9969
51.814+0.418      17        120.617        590.411       0.811840        18.8045        2.21261      0.00239864         5.20000          51.9169      0.380300       291.425       17.0108
52.173+0.691       1        65.7215        204.364       0.484915        17.2672        1.75802        0.469567         3.22000          52.1846      0.659100       291.302       17.3787
52.173+0.691       2        46.3658        300.843       0.469066        19.5713        2.30735        0.571589         3.22000          52.1671      0.703900       291.251       17.3846
52.173+0.691       3        530.305        1377.19       0.485003        16.6272        1.65931       0.0582076         3.22000          52.2080      0.688900       291.286       17.4135
52.173+0.691       4        272.724        2633.21       0.450305        21.4747        2.82366        0.722847         3.22000          52.2000      0.722700       291.250       17.4225
52.173+0.691       5        31.1649        169.423       0.406845        19.8784        2.33737         1.65273         3.22000          52.2043      0.744300       291.233       17.4364
52.231-0.489       1        34.7752        840.345       0.521119        27.2589        4.80077        0.984242         2.98000          52.2053     -0.487300       292.366       16.8505
52.231-0.489       2        132.008        160.405       0.496482        14.6457        1.28682      0.00331879         2.98000          52.2412     -0.499500       292.394       16.8761
52.247-0.55       2        833.754        45.4262       0.526627        10.3016       0.569141         2.32742         3.22000          52.2611     -0.523300       292.427       16.8822
52.305-0.552       1        54.7366        95.1203       0.386091        15.8927        1.45774        0.694606         2.95000          52.2856     -0.534500       292.450       16.8983
52.511-0.927       1        438.476        2482.19       0.893598        18.5198        2.36138         1.59051         5.11000          52.5405     -0.926500       292.937       16.9334
52.723+0.045       1        884.513        179.091       0.835890        11.2474       0.760785        0.217353         4.78000          52.7204     0.0575000       292.124       17.5635
52.873-0.699       1        296.063        899.359       0.802752        17.0479        1.73781        0.144044         5.07000          52.8107     -0.691700       292.858       17.2834
52.873-0.699       2        946.657        6873.22       0.824845        20.2958        2.50149        0.565074         5.07000          52.8476     -0.662300       292.849       17.3298
52.959-0.03       1        38.7187        9.05185       0.236211        11.3816       0.813279        0.920172         1.91000          52.9603    -0.0306000       292.325       17.7320
52.991-0.291       1        111.879        11.0247       0.296134        10.4992       0.633397      0.00911158         1.99000          52.9892     -0.286200       292.575       17.6348
53.053+0.293       1       0.957908        43.0744       0.254416        33.4895        7.53263         2.23320         1.94000          53.0632      0.319400       292.054       17.9897
53.085+0.147       1        32.7098        301.709       0.257194        21.4224        2.80296        0.797753         1.88000          53.0334     0.0873000       292.253       17.8526
53.085+0.147       2        221.431        926.108       0.285332        18.1181        1.99149        0.105905         1.88000          53.0368      0.112600       292.232       17.8677
53.085+0.147       3        71.3575        321.028       0.320592        18.4681        2.08841       0.0543012         1.88000          53.0907      0.119600       292.252       17.9184
53.087+0.238       1        6.40284        41.2014       0.563089        19.4051        2.27771        0.403138         3.22000          53.0991      0.238700       292.147       17.9827
53.132+0.257       1        61.5528        714.726       0.324545        22.0143        3.08716       0.0445481         1.98000          53.1860      0.209000       292.218       18.0448
53.149+0.189       1       0.704624        11.9975      0.0833920        23.2938        3.59530       0.0336752        0.740000          53.1546      0.229200       292.183       18.0269
53.158+0.068       2        41.9526        153.274       0.323489        17.5717        1.88100       0.0256913         1.96000          53.1357     0.0290000       292.358       17.9145
53.158+0.068       4        547.901        2471.18       0.324544        18.5505        2.05114        0.555744         1.96000          53.1419     0.0707000       292.323       17.9399
53.158+0.068       5        414.404        107.365       0.342750        11.8020       0.813974     0.000734460         1.96000          53.1616     0.0674000       292.336       17.9556
53.158+0.068       6        96.7100        154.401       0.305791        15.2630        1.35927        0.240349         1.96000          53.2190     0.0504000       292.381       17.9979
53.158+0.068       7        212.470        227.825       0.291166        13.9900        1.33162         2.51645         1.96000          53.1877      0.156200       292.267       18.0210
53.158+0.068       8        316.283        322.660       0.305415        14.3386        1.15963         1.01313         1.96000          53.1785      0.175600       292.245       18.0223
53.158+0.068       9        232.905        115.377       0.310701        12.6749       0.980813        0.275030         1.96000          53.2509     0.0552000       292.392       18.0281
53.214+0.024       1        62.8471        23.8227       0.354991        12.2899       0.860160        0.198092         2.03000          53.2298    -0.0251000       292.456       17.9711
53.214+0.024       2        68.1606        17.2902       0.263423        11.8916       0.800222        0.253767         2.03000          53.2164     0.0113000       292.415       17.9769
53.214+0.024       3        31.6729        48.1654       0.282613        15.2923        1.38461       0.0587861         2.03000          53.2271   -0.00260000       292.434       17.9796
53.225-0.032       2        42.0497        10.4252       0.358488        11.9625       0.784570         1.44582         2.05000          53.2409    -0.0204000       292.457       17.9831
53.229+0.091       2        34.9073        132.019       0.323496        17.7134        1.99185        0.169247         2.10000          53.2033      0.122700       292.306       18.0187
53.234+0.138       1        24.1229        37.3928       0.329460        15.3212        1.36853        0.266332         2.09000          53.2037      0.103400       292.324       18.0098
53.234+0.138       3        6.53075        101.626       0.365483        24.3108        3.73553        0.661326         2.09000          53.2166      0.118500       292.316       18.0284
53.234+0.138       4        2.81732        32.1966       0.284979        22.7194        3.13515         2.01298         2.09000          53.2315      0.160000       292.286       18.0613
53.252-0.089       1        47.4329        58.6982       0.261496        14.7885        1.26090        0.394355         1.93000          53.2482    -0.0870000       292.522       17.9576
53.257+0.043       2        120.864        129.069       0.295007        14.4594        1.21073        0.236107         2.12000          53.2603     0.0388000       292.412       18.0286
53.3+0.044       1        198.034        20.3489       0.348939        10.6151       0.642080       0.0559483         2.14000          53.2999     0.0441000       292.427       18.0659
53.319+0.006       1        12.5869        41.5072       0.243631        17.3876        1.76871        0.772679         1.97000          53.3310     0.0403000       292.446       18.0913
53.429-0.021       1        12.9319        64.0960       0.354991        19.1590        2.28143       0.0125156         2.03000          53.4493  -0.000500000       292.544       18.1756
53.429-0.021       3        59.8740        127.613       0.317810        15.8984        1.50997       0.0382514         2.03000          53.4583    0.00370000       292.544       18.1854
53.429-0.021       4        99.2635        19.9654       0.354991        11.1060       0.791526         1.46687         2.03000          53.4660     0.0171000       292.536       18.1986
53.429-0.021       5        14.5788        45.2334       0.338156        16.9029        1.78577        0.100538         2.03000          53.5014    -0.0116000       292.580       18.2159
53.566+0.199       1        7.61428        147.292       0.617116        26.4432        4.51794        0.649977         4.99000          53.5817      0.204600       292.421       18.3901
53.566+0.239       1        73.2542        106.982       0.416196        15.2986        1.40456     0.000980813         2.38000          53.6131      0.248400       292.397       18.4386
53.579+0.005       2        397.090        886.585       0.366510        16.4039        1.53091         1.76987         2.16000          53.6181     0.0357000       292.596       18.3410
53.579+0.005       3        113.436        334.339       0.377724        16.1588        1.59348      0.00811035         2.16000          53.6317     0.0139000       292.623       18.3424
53.586+0.196       1        11.4177        34.9511       0.659770        17.5458        1.74081         4.68555         4.99000          53.6031      0.190400       292.445       18.4020
53.597+0.439       1        5.07963        22.5797       0.284794        18.9280        2.13524        0.698191         2.14000          53.5833      0.392000       292.249       18.4813
53.601+0.222       1        53.4060        59.7581       0.267530        14.7706        1.25418        0.465624         2.04000          53.6210      0.234200       292.414       18.4387
53.604+0.381       2        29.4967        122.007       0.755893        18.6268        2.04830        0.955797         4.60000          53.6174      0.373400       292.283       18.5023
53.668-0.163       1        15.3700        11.3236       0.339091        13.8881        1.07378         1.52337         2.15000          53.7117     -0.177200       292.840       18.3207
53.685+0.511       1        52.3790        30.7762       0.326354        13.2574        1.00586        0.251055         2.13000          53.6602      0.511400       292.177       18.6059
53.694-0.066       1        702.665        789.259       0.727600        14.2900        1.19925       0.0474705         4.97000          53.7173    -0.0742000       292.747       18.3751
53.696+0.45       1        14.3318        29.0166       0.360237        15.9858        1.52474       0.0528987         2.06000          53.6658      0.400100       292.283       18.5575
53.784-0.138       1        150.278        183.665       0.867367        14.9269        1.28579        0.405214         4.96000          53.8110     -0.120500       292.838       18.4350
53.8+0.008       1        57.4030        151.753       0.325291        16.8942        1.71137       0.0923541         2.12000          53.8110    -0.0787000       292.799       18.4552
53.8+0.008       2        100.917        454.327       0.370729        18.4025        1.97215         1.61797         2.12000          53.8175    -0.0622000       292.787       18.4688
53.8+0.008       3        7.70185        550.114       0.341206        37.4675        9.74526         2.03223         2.12000          53.8263    -0.0555000       292.785       18.4797
53.8+0.008       4        59.0448        20.6138       0.338944        12.1042       0.914605        0.705379         2.12000          53.7876     0.0137000       292.702       18.4791
53.8+0.008       5        202.357        109.056       0.329712        13.0419       0.961925        0.479149         2.12000          53.8189  -0.000700000       292.731       18.4996
53.8-0.164       1        357.532        93.2888       0.655645        12.3197       0.827534         2.10448         4.96000          53.8016     -0.167600       292.876       18.4041
53.811-0.043       2        185.322        61.8558       0.324297        12.5632       0.870293         1.38776         2.07000          53.7424     0.0105000       292.682       18.4379
53.811-0.043       6        7.88657        60.7001       0.312092        20.5947        2.78350        0.197235         2.07000          53.8839     -0.127700       292.881       18.4955
53.811-0.043       8        46.4811        374.850       0.286669        20.9595        2.67655        0.698969         2.07000          53.9158    -0.0716000       292.846       18.5504
53.811-0.043       9        60.2354        13.9636       0.263502        11.9416       0.788220        0.986349         2.07000          53.9388    0.00190000       292.789       18.6059
53.811-0.043      10        81.9448        1212.27       0.299184        23.7679        3.58102        0.402185         2.07000          53.9589     0.0325000       292.771       18.6384
