-------------------------------------------------------------------------------------
    map         source        glon          glat              ra             dec     
   4.226+0.068      2         4.1802         0.0200       268.7945       -25.3367
   4.226+0.068      3         4.1772         0.0361       268.7775       -25.3313
   4.226+0.068      4         4.2363         0.0106       268.8348       -25.2931
   4.292-0.207      1         4.2903        -0.2118       269.0774       -25.3585
   4.299-0.008      1         4.3305        -0.0270       268.9232       -25.2307
   4.369-0.461      1         4.3750        -0.4633       269.3653       -25.4115
   4.379+0.087      1         4.3621         0.0946       268.8247       -25.1421
   4.379+0.087      2         4.3638         0.1108       268.8103       -25.1325
   4.379+0.087      3         4.3846         0.0805       268.8507       -25.1298
   4.384-0.434      1         4.3813        -0.4452       269.3514       -25.3969
   4.385-0.049      1         4.3374        -0.0487       268.9478       -25.2357
   4.385-0.049      2         4.3591        -0.0525       268.9635       -25.2189
   4.385-0.049      3         4.3651        -0.0609       268.9748       -25.2178
     4.4+0.098      1         4.4080         0.0995       268.8456       -25.1000
   4.427+0.116      1         4.4080         0.0996       268.8456       -25.1000
   4.427+0.116      2         4.4298         0.0833       268.8732       -25.0893
   4.428+0.116      1         4.4346         0.1296       268.8317       -25.0619
   4.484+0.429      1         4.4748         0.4251       268.5728       -24.8779
    4.506+0.41      1         4.4914         0.4356       268.5722       -24.8583
   4.569-0.064      1         4.5684        -0.0790       269.1050       -25.0513
   4.584+0.149      1         4.5772         0.1467       268.8948       -24.9301
   4.584+0.149      2         4.6013         0.1365       268.9179       -24.9144
   4.598+0.083      1         4.5940         0.0869       268.9611       -24.9457
   4.603+0.073      1         4.6104         0.0723       268.9842       -24.9389
   4.617-0.663      1         4.6275        -0.6663       269.6994       -25.2943
   4.633+0.124      1         4.6403         0.1147       268.9603       -24.8917
    4.65-0.187      1         4.6332        -0.1885       269.2456       -25.0503
   4.656-0.012      1         4.6824         0.0064       269.0869       -24.9098
    4.666+0.16      1         4.6697         0.1766       268.9177       -24.8352
   4.684-0.442      1         4.6923        -0.4454       269.5237       -25.1278
   4.684-0.442      2         4.7065        -0.4391       269.5256       -25.1124
   4.684-0.442      3         4.7275        -0.4307       269.5291       -25.0900
   4.733+0.005      1         4.7197         0.0027       269.1111       -24.8794
   4.737-0.429      1         4.7275        -0.4307       269.5291       -25.0900
   4.743-0.074      1         4.7478        -0.0629       269.1892       -24.8881
   4.753+0.129      1         4.7627         0.0870       269.0546       -24.7998
   4.753+0.129      2         4.7872         0.0764       269.0782       -24.7840
   4.764+0.274      1         4.7746         0.2673       268.8897       -24.6989
   4.774-0.015      1         4.7648        -0.0154       269.1533       -24.8495
   4.774-0.171      1         4.7808        -0.1594       269.2994       -24.9080
   4.797+0.162      1         4.8064         0.1593       269.0100       -24.7258
   4.797-0.191      1         4.7829        -0.1982       269.3376       -24.9256
   4.798+0.094      1         4.7991         0.1100       269.0529       -24.7568
    4.81+0.037      1         4.8124         0.0374       269.1293       -24.7819
    4.827+0.23      1         4.8275         0.2306       268.9538       -24.6716
    4.827+0.23      2         4.8439         0.2279       268.9655       -24.6589
   4.842+0.248      1         4.8456         0.2562       268.9395       -24.6430
   4.885-0.181      1         4.8663        -0.1716       269.3583       -24.8401
   4.885-0.181      2         4.8753        -0.1548       269.3472       -24.8239
   4.885-0.181      3         4.8865        -0.1724       269.3702       -24.8231
   4.894-0.127      1         4.9288        -0.1433       269.3658       -24.7718
   4.894-0.127      2         4.9382        -0.1345       269.3626       -24.7593
   4.894-0.128      1         4.8955        -0.1274       269.3323       -24.7927
   4.894-0.128      2         4.9288        -0.1433       269.3658       -24.7718
   4.894-0.128      3         4.9381        -0.1345       269.3626       -24.7594
   4.911-0.298      1         4.9052        -0.3235       269.5248       -24.8825
   4.911-0.298      2         4.9221        -0.3120       269.5230       -24.8621
   4.997+0.109      1         4.9831         0.1074       269.1571       -24.5991
   40.273-0.18      1        40.2747        -0.1937       286.3954         6.4423
   40.273-0.18      2        40.2757        -0.1783       286.3821         6.4502
  40.283-0.216      1        40.2826        -0.2189       286.4216         6.4377
  40.286-0.282      1        40.2859        -0.2810       286.4787         6.4121
  40.429-0.018      1        40.4338        -0.0746       286.3625         6.6384
  40.429-0.018      2        40.4234        -0.0324       286.3199         6.6485
  40.429-0.018      3        40.4057        -0.0034       286.2858         6.6461
  40.429-0.018      4        40.4205        -0.0207       286.3082         6.6513
  40.429-0.018      5        40.4450        -0.0577       286.3525         6.6561
  40.429-0.018      6        40.4375        -0.0435       286.3364         6.6559
  40.429-0.018      7        40.4359        -0.0309       286.3244         6.6603
  40.429-0.018      8        40.4280        -0.0003       286.2933         6.6673
  40.429-0.018      9        40.4733        -0.0652       286.3724         6.6777
  40.606-0.097      1        40.6024        -0.0968       286.4603         6.7779
  40.787-0.124      1        40.7882        -0.1253       286.5718         6.9298
  40.924-0.116      1        40.9260        -0.1194       286.6303         7.0549
   40.94-0.309      1        40.9408        -0.3090       286.8068         6.9809
  41.003-0.097      1        40.9947        -0.1100       286.6537         7.1203
  41.005-0.232      1        41.0132        -0.2701       286.8056         7.0630
  41.005-0.232      2        40.9865        -0.2065       286.7363         7.0686
  41.005-0.232      3        41.0248        -0.2723       286.8129         7.0724
  41.005-0.232      4        41.0142        -0.2477       286.7860         7.0742
  41.005-0.232      5        41.0061        -0.2324       286.7686         7.0741
  41.005-0.232      6        41.0294        -0.2595       286.8037         7.0823
  41.005-0.232      7        41.0487        -0.2889       286.8388         7.0859
  41.005-0.232      8        41.0465        -0.2680       286.8192         7.0936
  41.005-0.232      9        41.0315        -0.2254       286.7741         7.0999
  41.005-0.232     10        41.0401        -0.2369       286.7884         7.1022
  41.047-0.289      1        41.0487        -0.2889       286.8388         7.0859
  41.049-0.138      1        40.9865        -0.2065       286.7363         7.0686
  41.049-0.138      2        40.9893        -0.1854       286.7187         7.0808
  41.049-0.138      3        40.9818        -0.1527       286.6860         7.0892
  41.049-0.138      4        41.0379        -0.1325       286.6939         7.1482
  41.049-0.138      5        41.0857        -0.1611       286.7416         7.1776
  41.049-0.138      6        41.0584        -0.0938       286.6688         7.1842
  41.049-0.138      7        41.0851        -0.1450       286.7269         7.1844
  41.049-0.138      8        41.0970        -0.1620       286.7477         7.1872
  41.049-0.138      9        41.0774        -0.1216       286.7025         7.1884
  41.049-0.138     10        41.0952        -0.1194       286.7087         7.2052
  41.058+0.021      1        41.0583         0.0214       286.5656         7.2372
  41.065-0.234      1        40.9865        -0.2065       286.7363         7.0686
  41.065-0.234      2        41.0487        -0.2889       286.8388         7.0859
  41.065-0.234      3        41.0315        -0.2254       286.7741         7.0999
  41.065-0.234      4        41.0404        -0.2369       286.7885         7.1025
  41.065-0.234      5        41.0512        -0.2469       286.8025         7.1075
  41.065-0.234      6        41.0638        -0.2436       286.8053         7.1202
  41.065-0.234      7        41.0767        -0.2402       286.8083         7.1332
  41.065-0.234      8        41.1004        -0.2354       286.8150         7.1564
  41.065-0.234      9        41.1209        -0.2450       286.8331         7.1702
  41.065-0.234     10        41.0857        -0.1611       286.7416         7.1776
  41.065-0.234     11        41.0955        -0.1794       286.7626         7.1779
  41.065-0.234     12        41.1241        -0.2188       286.8111         7.1852
  41.065-0.234     13        41.0851        -0.1450       286.7269         7.1844
  41.065-0.234     14        41.0774        -0.1216       286.7025         7.1884
  41.065-0.234     15        41.1201        -0.1849       286.7790         7.1972
  41.065-0.234     16        41.1357        -0.1929       286.7933         7.2074
  41.065-0.234     17        41.0953        -0.1193       286.7087         7.2053
  41.065-0.234     18        41.1246        -0.1653       286.7635         7.2101
  41.065-0.234     19        41.1063        -0.1200       286.7145         7.2148
  41.065-0.234     20        41.1518        -0.2027       286.8095         7.2171
  41.065-0.234     21        41.1626        -0.1850       286.7987         7.2349
  41.065-0.234     22        41.1214        -0.1066       286.7094         7.2344
  41.065-0.234     23        41.1522        -0.1543       286.7664         7.2398
  41.065-0.234     24        41.1825        -0.2007       286.8220         7.2453
  41.065-0.234     25        41.1599        -0.1656       286.7801         7.2413
  41.065-0.234     26        41.1763        -0.1743       286.7955         7.2520
  41.065-0.234     27        41.1560        -0.1426       286.7577         7.2485
  41.065-0.234     28        41.1556        -0.1308       286.7470         7.2535
  41.065-0.234     29        41.1724        -0.1548       286.7762         7.2575
  41.065-0.234     30        41.1986        -0.1917       286.8214         7.2638
  41.065-0.234     31        41.1926        -0.1544       286.7852         7.2756
  41.065-0.234     32        41.2013        -0.1686       286.8019         7.2767
  41.065-0.234     33        41.1712        -0.1016       286.7280         7.2809
  41.065-0.234     34        41.2287        -0.2060       286.8482         7.2839
  41.065-0.234     35        41.2267        -0.1965       286.8388         7.2865
  41.065-0.234     36        41.2163        -0.1672       286.8077         7.2907
  41.065-0.234     37        41.1949        -0.1216       286.7569         7.2926
  41.065-0.234     38        41.2387        -0.1929       286.8411         7.2987
  41.089-0.274      1        41.0431        -0.3018       286.8478         7.0751
  41.089-0.274      2        41.0487        -0.2889       286.8388         7.0859
  41.089-0.274      3        41.0465        -0.2680       286.8192         7.0936
  41.089-0.274      4        41.0773        -0.2404       286.8087         7.1336
  41.089-0.274      5        41.1122        -0.3075       286.8849         7.1338
  41.089-0.274      6        41.1004        -0.2354       286.8150         7.1564
  41.089-0.274      7        41.1209        -0.2450       286.8331         7.1702
  41.089-0.274      8        41.1375        -0.2645       286.8583         7.1760
  41.089-0.274      9        41.1243        -0.2190       286.8113         7.1852
  41.089-0.274     10        41.1513        -0.2545       286.8557         7.1928
  41.111-0.052      1        41.1194        -0.0643       286.6706         7.2520
  41.124+0.079      1        41.1113         0.0581       286.5573         7.3011
  41.133-0.239      1        41.1244        -0.2192       286.8116         7.1852
    41.146-0.1      1        41.1320        -0.1364       286.7410         7.2300
  41.155-0.219      1        41.1518        -0.2027       286.8095         7.2171
  41.155-0.219      2        41.1625        -0.1853       286.7990         7.2346
   41.181-0.26      1        41.1375        -0.2645       286.8583         7.1760
   41.181-0.26      2        41.1513        -0.2545       286.8557         7.1928
   41.181-0.26      3        41.1803        -0.2639       286.8776         7.2143
  41.182-0.161      1        41.1213        -0.1849       286.7795         7.1983
  41.182-0.161      2        41.1357        -0.1929       286.7933         7.2074
  41.182-0.161      3        41.1803        -0.2639       286.8776         7.2143
  41.182-0.161      4        41.1518        -0.2027       286.8095         7.2171
  41.182-0.161      5        41.1626        -0.1850       286.7987         7.2349
  41.182-0.161      6        41.1522        -0.1543       286.7664         7.2398
  41.182-0.161      7        41.1825        -0.2007       286.8220         7.2453
  41.182-0.161      8        41.1599        -0.1656       286.7801         7.2413
  41.182-0.161      9        41.1560        -0.1426       286.7577         7.2485
  41.182-0.161     10        41.1556        -0.1308       286.7470         7.2535
  41.182-0.161     11        41.1724        -0.1548       286.7762         7.2575
  41.182-0.161     12        41.1986        -0.1917       286.8214         7.2638
  41.182-0.161     13        41.2013        -0.1686       286.8019         7.2767
  41.182-0.161     14        41.2293        -0.2071       286.8495         7.2839
  41.182-0.161     15        41.2267        -0.1965       286.8388         7.2865
  41.182-0.161     16        41.2163        -0.1672       286.8077         7.2907
  41.182-0.161     17        41.1949        -0.1216       286.7569         7.2926
  41.182-0.161     18        41.2388        -0.1929       286.8411         7.2989
  41.182-0.161     19        41.2566        -0.1839       286.8413         7.3188
  41.191+0.121      1        41.1867         0.1248       286.5325         7.3987
  41.213-0.137      1        41.1948        -0.1215       286.7568         7.2926
  41.213-0.137      2        41.2274        -0.1102       286.7618         7.3268
  41.215+0.181      1        41.2082         0.1658       286.5057         7.4366
  41.219+0.421      1        41.1814         0.3755       286.3054         7.5092
  41.219+0.421      2        41.1919         0.3776       286.3084         7.5194
  41.219+0.421      3        41.2103         0.3910       286.3049         7.5419
  41.219+0.421      4        41.2216         0.3942       286.3073         7.5534
  41.219+0.421      5        41.2228         0.4099       286.2938         7.5617
  41.219+0.421      6        41.2203         0.4256       286.2786         7.5667
  41.219+0.421      7        41.2305         0.4044       286.3023         7.5660
  41.219+0.421      8        41.2424         0.4212       286.2927         7.5843
  41.219+0.421      9        41.2489         0.4275       286.2901         7.5929
  41.236-0.222      1        41.2293        -0.2071       286.8495         7.2839
  41.236-0.222      2        41.2267        -0.1965       286.8388         7.2865
  41.236-0.222      3        41.2377        -0.2236       286.8681         7.2838
  41.236-0.222      4        41.2383        -0.1930       286.8410         7.2984
   41.25+0.347      1        41.2740         0.3532       286.3684         7.5811
  41.311-0.174      1        41.3084        -0.1682       286.8513         7.3720
  41.358+0.041      1        41.3451         0.0201       286.6997         7.4912
  41.358+0.041      2        41.3784         0.0376       286.6995         7.5289
  41.358+0.041      3        41.3836         0.0286       286.7099         7.5294
  41.358+0.041      4        41.3690         0.0681       286.6678         7.5345
  41.358+0.041      5        41.3917         0.0491       286.6954         7.5460
  41.382+0.021      1        41.3451         0.0201       286.6997         7.4912
  41.382+0.021      2        41.3752         0.0076       286.7249         7.5122
  41.382+0.021      3        41.3784         0.0376       286.6995         7.5289
  41.382+0.021      4        41.3836         0.0286       286.7099         7.5294
  41.492-0.147      1        41.5107        -0.1050       286.8887         7.5807
   42.042-0.56      1        42.0439        -0.5618       287.5457         7.8434
  42.061-0.602      1        42.0568        -0.6182       287.6023         7.8288
  42.061-0.602      2        42.0664        -0.6244       287.6122         7.8344
  42.061-0.602      3        42.0439        -0.5618       287.5457         7.8434
  42.061-0.602      4        42.1144        -0.6113       287.6229         7.8830
  42.061-0.602      5        42.1120        -0.5832       287.5966         7.8938
  42.061-0.602      6        42.1279        -0.6045       287.6231         7.8981
  42.061-0.602      7        42.1377        -0.5827       287.6081         7.9169
  42.083-0.663      1        42.0771        -0.6854       287.6718         7.8157
  42.137-0.648      1        41.9893        -0.6830       287.6287         7.7389
  42.137-0.648      2        42.0566        -0.6282       287.6111         7.8239
  42.137-0.648      3        42.0568        -0.6182       287.6023         7.8288
  42.137-0.648      4        42.0664        -0.6244       287.6122         7.8344
  42.137-0.648      5        42.0439        -0.5618       287.5457         7.8434
  42.137-0.648      6        42.1011        -0.6683       287.6677         7.8449
  42.137-0.648      7        42.1132        -0.6473       287.6545         7.8653
  42.137-0.648      8        42.1332        -0.6624       287.6774         7.8760
  42.137-0.648      9        42.1249        -0.6405       287.6539         7.8788
  42.137-0.648     10        42.1144        -0.6113       287.6229         7.8830
  42.137-0.648     11        42.1267        -0.6230       287.6391         7.8886
  42.137-0.648     12        42.1563        -0.6653       287.6908         7.8953
  42.137-0.648     13        42.1120        -0.5832       287.5966         7.8938
  42.137-0.648     14        42.1439        -0.6363       287.6590         7.8976
  42.137-0.648     15        42.1279        -0.6045       287.6231         7.8981
  42.137-0.648     16        42.1377        -0.5827       287.6081         7.9169
  42.137-0.648     17        42.2413        -0.6558       287.7219         7.9750
  42.137-0.648     18        42.2169        -0.6095       287.6691         7.9747
  42.137-0.648     19        42.2184        -0.6001       287.6614         7.9804
  42.137-0.648     20        42.2218        -0.5863       287.6506         7.9898
  42.137-0.648     21        42.2515        -0.6280       287.7017         7.9969
  42.137-0.648     22        42.2349        -0.5802       287.6512         8.0043
  42.137-0.648     23        42.2474        -0.5662       287.6445         8.0218
  42.137-0.648     24        42.2761        -0.6108       287.6978         8.0267
  42.232-0.581      1        42.2184        -0.6001       287.6614         7.9804
  42.232-0.581      2        42.2218        -0.5863       287.6506         7.9898
  42.232-0.581      3        42.2349        -0.5802       287.6512         8.0043
  42.232-0.581      4        42.2474        -0.5662       287.6445         8.0218
  42.232-0.581      5        42.2557        -0.5546       287.6380         8.0346
  42.232-0.581      6        42.2724        -0.5379       287.6309         8.0571
  42.243-0.652      1        42.2218        -0.6658       287.7217         7.9531
  42.243-0.652      2        42.2226        -0.6502       287.7082         7.9609
  42.243-0.652      3        42.2413        -0.6558       287.7219         7.9750
  42.243-0.652      4        42.2316        -0.6377       287.7012         7.9747
  42.243-0.652      5        42.2508        -0.6400       287.7122         7.9907
  42.243-0.652      6        42.2516        -0.6281       287.7020         7.9969
  42.401-0.309      1        42.3948        -0.3564       287.5253         8.2494
  42.401-0.309      2        42.4143        -0.2701       287.4570         8.3065
  42.401-0.309      3        42.4218        -0.2595       287.4510         8.3181
  42.401-0.309      4        42.4367        -0.2744       287.4713         8.3244
  42.401-0.309      5        42.4358        -0.2584       287.4566         8.3310
  42.421-0.232      1        42.4143        -0.2701       287.4570         8.3065
  42.421-0.232      2        42.4218        -0.2595       287.4510         8.3181
  42.421-0.232      3        42.4358        -0.2584       287.4566         8.3310
  42.468-0.277      1        42.4376        -0.2740       287.4714         8.3254
  42.468-0.277      2        42.4359        -0.2586       287.4568         8.3310
  42.468-0.277      3        42.4577        -0.2651       287.4728         8.3474
  42.672+0.216      1        42.6686         0.2016       287.1524         8.7497
  42.807-0.144      1        42.7686        -0.1762       287.5382         8.6641
  42.807-0.144      2        42.7843        -0.1939       287.5614         8.6699
  42.807-0.144      3        42.7565        -0.1191       287.4813         8.6798
  42.807-0.144      4        42.7708        -0.1327       287.5001         8.6862
  42.807-0.144      5        42.8036        -0.1772       287.5554         8.6948
  42.807-0.144      6        42.8376        -0.1938       287.5862         8.7172
  42.807-0.144      7        42.8094        -0.1438       287.5281         8.7154
  42.807-0.144      8        42.8204        -0.1455       287.5347         8.7243
  42.807-0.144      9        42.8192        -0.1292       287.5196         8.7307
  42.807-0.144     10        42.8514        -0.1626       287.5646         8.7439
  42.807-0.144     11        42.8365        -0.1417       287.5389         8.7403
  42.807-0.144     12        42.8166        -0.1023       287.4942         8.7409
  42.807-0.144     13        42.8702        -0.1774       287.5867         8.7537
  42.807-0.144     14        42.8281        -0.1116       287.5080         8.7468
  42.807-0.144     15        42.8819        -0.1891       287.6027         8.7588
  42.807-0.144     16        42.8459        -0.1104       287.5152         8.7632
  42.807-0.144     17        42.8818        -0.1727       287.5879         8.7662
  42.807-0.144     18        42.8577        -0.1113       287.5215         8.7732
  42.807-0.144     19        42.9034        -0.1698       287.5954         8.7867
  42.807-0.144     20        42.9155        -0.1342       287.5691         8.8139
  42.807-0.144     21        42.8891        -0.0805       287.5086         8.8152
  42.807-0.144     22        42.9011        -0.0980       287.5299         8.8179
  42.807-0.144     23        42.9131        -0.1079       287.5444         8.8240
  42.807-0.144     24        42.8726        -0.0274       287.4532         8.8251
  42.807-0.144     25        42.9006        -0.0615       287.4968         8.8342
  42.835-0.168      1        42.8357        -0.1423       287.5390         8.7393
  42.835-0.168      2        42.8505        -0.1630       287.5646         8.7429
   42.87-0.181      1        42.8514        -0.1626       287.5646         8.7439
   42.87-0.181      2        42.8702        -0.1774       287.5867         8.7537
   42.87-0.181      3        42.8890        -0.1948       287.6111         8.7623
   42.87-0.181      4        42.8818        -0.1727       287.5879         8.7662
  42.914-0.134      1        42.9053        -0.1395       287.5691         8.8024
  43.065+0.000      1        43.0608        -0.0000       287.5165         9.0047
  43.068-0.045      1        43.0205        -0.0227       287.5180         8.9585
  43.068-0.045      2        43.0753        -0.0768       287.5923         8.9821
  43.068-0.045      3        43.0862        -0.0902       287.6094         8.9857
  43.068-0.045      4        43.0700        -0.0457       287.5618         8.9918
  43.068-0.045      5        43.0974        -0.0833       287.6084         8.9987
  43.068-0.045      6        43.0608        -0.0000       287.5165         9.0047
  43.068-0.045      7        43.0935        -0.0462       287.5733         9.0124
  43.068-0.045      8        43.0745        -0.0055       287.5279         9.0143
  43.068-0.045      9        43.0793         0.0026       287.5228         9.0223
  43.068-0.045     10        43.1159        -0.0704       287.6055         9.0211
  43.068-0.045     11        43.0874        -0.0096       287.5376         9.0239
  43.068-0.045     12        43.1067        -0.0384       287.5725         9.0277
  43.068-0.045     13        43.1328        -0.0747       287.6173         9.0341
  43.068-0.045     14        43.1299        -0.0653       287.6075         9.0359
  43.068-0.045     15        43.1017         0.0042       287.5319         9.0429
  43.099-0.068      1        43.0822        -0.1019       287.6180         8.9767
  43.139-0.038      1        43.0974        -0.0833       287.6084         8.9987
  43.139-0.038      2        43.0608        -0.0000       287.5165         9.0047
  43.139-0.038      3        43.0935        -0.0462       287.5733         9.0124
  43.139-0.038      4        43.0745        -0.0055       287.5279         9.0143
  43.139-0.038      5        43.0793         0.0026       287.5228         9.0223
  43.139-0.038      6        43.1159        -0.0704       287.6055         9.0211
  43.139-0.038      7        43.0874        -0.0096       287.5376         9.0239
  43.139-0.038      8        43.1067        -0.0384       287.5725         9.0277
  43.139-0.038      9        43.1328        -0.0747       287.6173         9.0341
  43.139-0.038     10        43.1404        -0.0570       287.6050         9.0490
  43.139-0.038     11        43.1297        -0.0332       287.5785         9.0505
  43.139-0.038     12        43.1094         0.0173       287.5237         9.0558
  43.139-0.038     13        43.1498        -0.0427       287.5965         9.0640
  43.139-0.038     14        43.1218         0.0088       287.5371         9.0629
  43.139-0.038     15        43.1007         0.0500       287.4903         9.0632
  43.139-0.038     16        43.1650        -0.0699       287.6280         9.0649
  43.139-0.038     17        43.1074         0.0445       287.4984         9.0666
  43.139-0.038     18        43.1996        -0.1188       287.6882         9.0729
  43.139-0.038     19        43.1562        -0.0347       287.5923         9.0733
  43.139-0.038     20        43.1238         0.0353       287.5143         9.0769
  43.139-0.038     21        43.1856        -0.0711       287.6387         9.0826
  43.139-0.038     22        43.1974        -0.0889       287.6602         9.0849
  43.139-0.038     23        43.1656        -0.0270       287.5898         9.0852
  43.139-0.038     24        43.1835        -0.0559       287.6241         9.0878
  43.139-0.038     25        43.1479         0.0146       287.5441         9.0887
  43.139-0.038     26        43.1830        -0.0430       287.6123         9.0933
  43.139-0.038     27        43.1482         0.0277       287.5325         9.0950
  43.139-0.038     28        43.2015        -0.0643       287.6401         9.0998
  43.139-0.038     29        43.1770        -0.0111       287.5808         9.1027
  43.139-0.038     30        43.1592         0.0315       287.5342         9.1065
  43.139-0.038     31        43.1958        -0.0361       287.6121         9.1078
  43.139-0.038     32        43.2172        -0.0592       287.6428         9.1161
  43.174-0.075      1        43.1649        -0.0697       287.6278         9.0649
  43.174-0.075      2        43.1854        -0.0712       287.6387         9.0824
  43.186-0.549      1        43.1575        -0.5169       288.0258         8.8515
  43.186-0.549      2        43.1798        -0.5177       288.0369         8.8709
  43.186-0.549      3        43.1921        -0.4911       288.0188         8.8941
  43.186-0.549      4        43.2612        -0.4494       288.0138         8.9747
  43.207-0.013      1        43.0753        -0.0768       287.5923         8.9821
  43.207-0.013      2        43.0935        -0.0462       287.5733         9.0124
  43.207-0.013      3        43.1404        -0.0570       287.6050         9.0490
  43.207-0.013      4        43.1074         0.0445       287.4984         9.0666
  43.207-0.013      5        43.1562        -0.0347       287.5923         9.0733
  43.207-0.013      6        43.1238         0.0353       287.5143         9.0769
  43.207-0.013      7        43.1656        -0.0270       287.5898         9.0852
  43.207-0.013      8        43.1835        -0.0559       287.6241         9.0878
  43.207-0.013      9        43.1479         0.0146       287.5441         9.0887
  43.207-0.013     10        43.1830        -0.0430       287.6123         9.0933
  43.207-0.013     11        43.1482         0.0277       287.5325         9.0950
  43.207-0.013     12        43.1770        -0.0111       287.5808         9.1027
  43.207-0.013     13        43.1592         0.0315       287.5342         9.1065
  43.207-0.013     14        43.2222        -0.0378       287.6259         9.1304
  43.207-0.013     15        43.2369        -0.0458       287.6400         9.1398
  43.207-0.013     16        43.2040         0.0136       287.5713         9.1380
   43.311-0.21      1        43.3067        -0.2107       287.8208         9.1255
   43.311-0.21      2        43.3272        -0.2018       287.8224         9.1477
   43.82-0.121      1        43.8178        -0.1177       287.9769         9.6216
  43.866-0.848      1        43.8391        -0.8950       288.6851         9.2800
  43.877-0.755      1        43.8898        -0.7845       288.6097         9.3762
  44.184+0.182      1        44.1839         0.1852       287.8762        10.0863
  44.243+0.084      1        44.2297         0.0528       288.0170        10.0656
  44.243+0.084      2        44.2436         0.0648       288.0127        10.0835
  44.243+0.084      3        44.2351         0.1248       287.9547        10.1037
   44.244+0.15      1        44.2463         0.1520       287.9355        10.1262
  44.265+0.069      1        44.2774         0.0882       288.0076        10.1243
  44.287-0.091      1        44.2940        -0.0909       288.1766        10.0561
  44.287-0.091      2        44.2999        -0.0723       288.1626        10.0699
  44.292-0.817      1        44.2245        -0.8716       288.8456         9.6320
  44.292-0.817      2        44.2192        -0.8504       288.8242         9.6372
  44.292-0.817      3        44.2356        -0.8397       288.8222         9.6567
  44.292-0.817      4        44.2268        -0.8219       288.8021         9.6572
  44.292-0.817      5        44.3092        -0.9400       288.9471         9.6752
  44.292-0.817      6        44.2613        -0.8119       288.8094         9.6924
  44.292-0.817      7        44.3077        -0.8783       288.8909         9.7026
  44.292-0.817      8        44.2435        -0.7471       288.7429         9.7068
  44.292-0.817      9        44.2966        -0.8169       288.8306         9.7213
  44.292-0.817     10        44.3051        -0.8306       288.8469         9.7225
  44.292-0.817     11        44.2793        -0.7777       288.7872         9.7242
  44.292-0.817     12        44.3115        -0.8159       288.8367         9.7350
  44.292-0.817     13        44.3364        -0.8167       288.8492         9.7567
  44.292-0.817     14        44.3296        -0.8025       288.8331         9.7572
  44.292-0.817     15        44.3813        -0.8819       288.9289         9.7661
  44.292-0.817     16        44.3612        -0.8254       288.8686         9.7746
  44.292-0.817     17        44.3532        -0.8056       288.8471         9.7766
  44.292-0.817     18        44.3216        -0.7306       288.7648         9.7836
  44.292-0.817     19        44.3464        -0.7658       288.8081         9.7892
  44.292-0.817     20        44.3971        -0.7652       288.8315         9.8343
  44.292-0.817     21        44.4526        -0.7852       288.8757         9.8742
  44.318+0.041      1        44.2773         0.0428       288.0484        10.1032
  44.318+0.041      2        44.2922         0.0343       288.0630        10.1125
  44.318+0.041      3        44.3152         0.0269       288.0806        10.1294
  44.318+0.041      4        44.3104         0.0418       288.0649        10.1321
  44.318+0.041      5        44.3269         0.0175       288.0945        10.1354
  44.318+0.041      6        44.3359         0.0442       288.0748        10.1558
  44.318+0.041      7        44.3745         0.0066       288.1268        10.1726
  44.318+0.041      8        44.3659         0.0176       288.1127        10.1700
  44.318-0.855      1        44.3077        -0.8783       288.8909         9.7026
  44.318-0.855      2        44.3050        -0.8306       288.8468         9.7224
  44.318-0.855      3        44.3365        -0.8168       288.8492         9.7567
  44.341+0.115      1        44.3467         0.0977       288.0317        10.1901
  44.341+0.115      2        44.3393         0.1152       288.0124        10.1917
  44.341+0.115      3        44.3573         0.0938       288.0401        10.1977
  44.347+0.095      1        44.3467         0.0977       288.0316        10.1901
   44.51-0.827      1        44.4982        -0.8470       288.9528         9.8857
  44.575-0.448      1        44.5664        -0.4540       288.6317        10.1289
  44.588-0.562      1        44.5857        -0.5618       288.7378        10.0959
    44.6-0.565      1        44.5893        -0.5891       288.7640        10.0863
   44.687-0.11      1        44.6851        -0.1433       288.4080        10.3783
  45.169-0.428      1        45.1447        -0.4507       288.9022        10.6423
  45.169-0.428      2        45.1428        -0.4046       288.8597        10.6621
  45.169-0.428      3        45.1603        -0.4087       288.8717        10.6757
  45.169-0.428      4        45.1920        -0.4368       288.9120        10.6907
  45.188-0.469      1        45.1917        -0.4365       288.9116        10.6906
    45.19-0.41      1        45.1601        -0.4093       288.8722        10.6753
    45.19-0.41      2        45.1491        -0.3886       288.8483        10.6752
    45.19-0.41      3        45.1917        -0.4364       288.9116        10.6906
    45.19-0.41      4        45.1937        -0.4068       288.8858        10.7062
    45.19-0.41      5        45.1782        -0.3750       288.8498        10.7072
    45.19-0.41      6        45.2147        -0.4030       288.8923        10.7265
  45.386+0.082      1        45.3702         0.0703       288.5392        11.0842
  45.386+0.082      2        45.3793         0.0838       288.5314        11.0986
  45.386+0.082      3        45.3923         0.0834       288.5378        11.1098
  45.386+0.082      4        45.4041         0.0749       288.5511        11.1164
  45.411-0.727      1        45.3895        -0.7333       289.2727        10.7273
  45.411-0.727      2        45.4011        -0.7258       289.2714        10.7410
  45.411-0.727      3        45.4016        -0.7086       289.2561        10.7495
  45.411-0.727      4        45.4278        -0.7001       289.2610        10.7767
   45.42-0.686      1        45.3862        -0.7438       289.2805        10.7195
